				node_types		node_column
				biolink:Gene		ENSG00000155816
				biolink:Protein		ENSP00000318884
				biolink:Gene		ENSG00000172954
				biolink:Protein		ENSP00000310551
				biolink:Gene		ENSG00000100083
				biolink:Protein		ENSP00000341344
				biolink:Protein		ENSP00000397453
				biolink:Gene		ENSG00000127084
				biolink:Protein		ENSP00000364631
				biolink:Protein		ENSP00000379210
				biolink:Gene		ENSG00000065135
				biolink:Protein		ENSP00000358867
				biolink:Gene		ENSG00000120251
				biolink:Protein		ENSP00000296526
				biolink:Gene		ENSG00000112062
				biolink:Protein		ENSP00000229795
				biolink:Protein		ENSP00000264718
				biolink:Gene		ENSG00000070495
				biolink:Protein		ENSP00000394085
				biolink:Gene		ENSG00000254996
				biolink:Protein		ENSP00000432016
				biolink:Protein		ENSP00000444645
				biolink:Gene		ENSG00000057608
				biolink:Protein		ENSP00000369538
				biolink:Gene		ENSG00000026652
				biolink:Protein		ENSP00000314036
				biolink:Gene		ENSG00000029559
				biolink:Protein		ENSP00000226284
				biolink:Gene		ENSG00000175311
				biolink:Protein		ENSP00000308772
				biolink:Gene		ENSG00000139318
				biolink:Protein		ENSP00000279488
				biolink:Gene		ENSG00000145087
				biolink:Protein		ENSP00000273666
				biolink:Gene		ENSG00000169139
				biolink:Protein		ENSP00000428209
				biolink:Gene		ENSG00000073969
				biolink:Protein		ENSP00000381293
				biolink:Gene		ENSG00000106615
				biolink:Protein		ENSP00000262187
				biolink:Gene		ENSG00000096401
				biolink:Protein		ENSP00000360532
				biolink:Gene		ENSG00000114302
				biolink:Protein		ENSP00000265563
				biolink:Gene		ENSG00000183785
				biolink:Protein		ENSP00000333326
				biolink:Gene		ENSG00000158560
				biolink:Protein		ENSP00000320130
				biolink:Gene		ENSG00000184922
				biolink:Protein		ENSP00000329219
				biolink:Gene		ENSG00000176014
				biolink:Protein		ENSP00000318697
				biolink:Gene		ENSG00000182022
				biolink:Protein		ENSP00000402394
				biolink:Gene		ENSG00000139567
				biolink:Protein		ENSP00000373574
				biolink:Gene		ENSG00000196376
				biolink:Protein		ENSP00000353557
				biolink:Gene		ENSG00000005249
				biolink:Protein		ENSP00000265717
				biolink:Gene		ENSG00000124171
				biolink:Protein		ENSP00000360672
				biolink:Gene		ENSG00000176732
				biolink:Protein		ENSP00000322170
				biolink:Gene		ENSG00000198492
				biolink:Protein		ENSP00000362918
				biolink:Gene		ENSG00000105723
				biolink:Protein		ENSP00000222330
				biolink:Gene		ENSG00000137409
				biolink:Protein		ENSP00000362730
				biolink:Gene		ENSG00000189045
				biolink:Protein		ENSP00000471417
				biolink:Gene		ENSG00000138069
				biolink:Protein		ENSP00000387286
				biolink:Gene		ENSG00000143458
				biolink:Protein		ENSP00000357914
				biolink:Gene		ENSG00000114796
				biolink:Protein		ENSP00000395012
				biolink:Protein		ENSP00000398526
				biolink:Gene		ENSG00000059915
				biolink:Protein		ENSP00000020673
				biolink:Gene		ENSG00000116783
				biolink:Protein		ENSP00000322251
				biolink:Gene		ENSG00000161681
				biolink:Protein		ENSP00000293441
				biolink:Gene		ENSG00000242173
				biolink:Protein		ENSP00000219409
				biolink:Gene		ENSG00000106803
				biolink:Protein		ENSP00000223641
				biolink:Gene		ENSG00000211455
				biolink:Protein		ENSP00000373684
				biolink:Gene		ENSG00000160799
				biolink:Protein		ENSP00000292314
				biolink:Gene		ENSG00000167770
				biolink:Protein		ENSP00000444357
				biolink:Gene		ENSG00000061987
				biolink:Protein		ENSP00000377250
				biolink:Gene		ENSG00000105204
				biolink:Protein		ENSP00000469863
				biolink:Gene		ENSG00000138107
				biolink:Protein		ENSP00000358921
				biolink:Gene		ENSG00000137494
				biolink:Protein		ENSP00000377051
				biolink:Gene		ENSG00000198898
				biolink:Protein		ENSP00000354947
				biolink:Gene		ENSG00000128815
				biolink:Protein		ENSP00000320563
				biolink:Gene		ENSG00000108786
				biolink:Protein		ENSP00000466799
				biolink:Gene		ENSG00000120910
				biolink:Protein		ENSP00000380878
				biolink:Gene		ENSG00000006025
				biolink:Protein		ENSP00000007414
				biolink:Gene		ENSG00000075391
				biolink:Protein		ENSP00000356621
				biolink:Gene		ENSG00000109756
				biolink:Protein		ENSP00000264431
				biolink:Gene		ENSG00000163584
				biolink:Protein		ENSP00000346080
				biolink:Gene		ENSG00000133056
				biolink:Protein		ENSP00000356155
				biolink:Gene		ENSG00000183808
				biolink:Protein		ENSP00000382239
				biolink:Gene		ENSG00000101310
				biolink:Protein		ENSP00000338844
				biolink:Gene		ENSG00000165637
				biolink:Protein		ENSP00000361635
				biolink:Gene		ENSG00000047365
				biolink:Protein		ENSP00000302895
				biolink:Gene		ENSG00000197111
				biolink:Protein		ENSP00000352438
				biolink:Gene		ENSG00000104695
				biolink:Protein		ENSP00000221138
				biolink:Protein		ENSP00000485133
				biolink:Gene		ENSG00000154229
				biolink:Protein		ENSP00000408695
				biolink:Gene		ENSG00000110047
				biolink:Protein		ENSP00000479153
				biolink:Gene		ENSG00000104237
				biolink:Protein		ENSP00000220676
				biolink:Gene		ENSG00000254087
				biolink:Protein		ENSP00000428924
				biolink:Gene		ENSG00000159720
				biolink:Protein		ENSP00000290949
				biolink:Gene		ENSG00000132155
				biolink:Protein		ENSP00000251849
				biolink:Gene		ENSG00000108774
				biolink:Protein		ENSP00000447053
				biolink:Protein		ENSP00000309431
				biolink:Gene		ENSG00000116489
				biolink:Protein		ENSP00000263168
				biolink:Protein		ENSP00000379191
				biolink:Gene		ENSG00000134775
				biolink:Protein		ENSP00000466937
				biolink:Gene		ENSG00000187994
				biolink:Protein		ENSP00000467107
				biolink:Gene		ENSG00000143409
				biolink:Protein		ENSP00000354669
				biolink:Gene		ENSG00000260691
				biolink:Protein		ENSP00000477695
				biolink:Gene		ENSG00000116703
				biolink:Protein		ENSP00000375855
				biolink:Gene		ENSG00000139734
				biolink:Protein		ENSP00000383178
				biolink:Gene		ENSG00000145386
				biolink:Protein		ENSP00000274026
				biolink:Gene		ENSG00000183475
				biolink:Protein		ENSP00000328327
				biolink:Gene		ENSG00000184060
				biolink:Protein		ENSP00000329468
				biolink:Gene		ENSG00000185483
				biolink:Protein		ENSP00000360120
				biolink:Gene		ENSG00000065802
				biolink:Protein		ENSP00000264607
				biolink:Gene		ENSG00000086061
				biolink:Protein		ENSP00000369127
				biolink:Gene		ENSG00000213214
				biolink:Protein		ENSP00000367355
				biolink:Gene		ENSG00000092820
				biolink:Protein		ENSP00000356042
				biolink:Gene		ENSG00000134070
				biolink:Protein		ENSP00000256458
				biolink:Gene		ENSG00000008118
				biolink:Protein		ENSP00000009105
				biolink:Gene		ENSG00000070882
				biolink:Protein		ENSP00000315410
				biolink:Gene		ENSG00000077157
				biolink:Protein		ENSP00000476755
				biolink:Gene		ENSG00000107242
				biolink:Protein		ENSP00000265382
				biolink:Gene		ENSG00000187239
				biolink:Protein		ENSP00000413625
				biolink:Gene		ENSG00000104408
				biolink:Protein		ENSP00000220849
				biolink:Protein		ENSP00000470087
				biolink:Gene		ENSG00000104880
				biolink:Protein		ENSP00000352995
				biolink:Gene		ENSG00000176769
				biolink:Protein		ENSP00000357631
				biolink:Protein		ENSP00000350224
				biolink:Gene		ENSG00000101445
				biolink:Protein		ENSP00000299824
				biolink:Gene		ENSG00000097007
				biolink:Protein		ENSP00000361423
				biolink:Gene		ENSG00000086189
				biolink:Protein		ENSP00000199320
				biolink:Gene		ENSG00000126217
				biolink:Protein		ENSP00000440374
				biolink:Protein		ENSP00000349891
				biolink:Protein		ENSP00000481934
				biolink:Gene		ENSG00000173175
				biolink:Protein		ENSP00000419361
				biolink:Gene		ENSG00000170776
				biolink:Protein		ENSP00000354718
				biolink:Gene		ENSG00000182473
				biolink:Protein		ENSP00000334100
				biolink:Gene		ENSG00000081014
				biolink:Protein		ENSP00000261842
				biolink:Gene		ENSG00000101162
				biolink:Protein		ENSP00000217133
				biolink:Gene		ENSG00000070610
				biolink:Protein		ENSP00000367343
				biolink:Gene		ENSG00000230778
				biolink:Protein		ENSP00000399547
				biolink:Gene		ENSG00000132744
				biolink:Protein		ENSP00000255082
				biolink:Gene		ENSG00000198642
				biolink:Protein		ENSP00000351933
				biolink:Gene		ENSG00000205038
				biolink:Protein		ENSP00000367655
				biolink:Protein		ENSP00000476795
				biolink:Gene		ENSG00000137877
				biolink:Protein		ENSP00000317790
				biolink:Protein		ENSP00000377284
				biolink:Gene		ENSG00000204217
				biolink:Protein		ENSP00000363708
				biolink:Gene		ENSG00000137764
				biolink:Protein		ENSP00000178640
				biolink:Gene		ENSG00000145332
				biolink:Protein		ENSP00000273963
				biolink:Gene		ENSG00000157823
				biolink:Protein		ENSP00000338777
				biolink:Gene		ENSG00000196914
				biolink:Protein		ENSP00000380942
				biolink:Gene		ENSG00000197555
				biolink:Protein		ENSP00000450832
				biolink:Protein		ENSP00000431165
				biolink:Gene		ENSG00000168078
				biolink:Protein		ENSP00000428489
				biolink:Gene		ENSG00000104613
				biolink:Protein		ENSP00000381064
				biolink:Gene		ENSG00000172007
				biolink:Protein		ENSP00000306496
				biolink:Gene		ENSG00000164742
				biolink:Protein		ENSP00000297323
				biolink:Gene		ENSG00000069329
				biolink:Protein		ENSP00000299138
				biolink:Gene		ENSG00000132623
				biolink:Protein		ENSP00000367631
				biolink:Gene		ENSG00000101890
				biolink:Protein		ENSP00000218006
				biolink:Gene		ENSG00000096968
				biolink:Protein		ENSP00000371067
				biolink:Gene		ENSG00000115592
				biolink:Protein		ENSP00000397133
				biolink:Gene		ENSG00000154928
				biolink:Protein		ENSP00000381097
				biolink:Gene		ENSG00000087460
				biolink:Protein		ENSP00000360141
				biolink:Protein		ENSP00000376345
				biolink:Gene		ENSG00000147065
				biolink:Protein		ENSP00000353408
				biolink:Gene		ENSG00000081320
				biolink:Protein		ENSP00000263955
				biolink:Gene		ENSG00000166866
				biolink:Protein		ENSP00000393392
				biolink:Gene		ENSG00000235098
				biolink:Protein		ENSP00000445688
				biolink:Gene		ENSG00000182580
				biolink:Protein		ENSP00000332118
				biolink:Gene		ENSG00000137843
				biolink:Protein		ENSP00000406873
				biolink:Gene		ENSG00000134594
				biolink:Protein		ENSP00000257017
				biolink:Gene		ENSG00000149658
				biolink:Protein		ENSP00000359364
				biolink:Gene		ENSG00000132356
				biolink:Protein		ENSP00000346148
				biolink:Protein		ENSP00000321976
				biolink:Protein		ENSP00000347416
				biolink:Gene		ENSG00000138768
				biolink:Protein		ENSP00000444850
				biolink:Gene		ENSG00000138778
				biolink:Protein		ENSP00000265148
				biolink:Gene		ENSG00000141068
				biolink:Protein		ENSP00000381958
				biolink:Gene		ENSG00000100664
				biolink:Protein		ENSP00000216554
				biolink:Gene		ENSG00000143952
				biolink:Protein		ENSP00000272322
				biolink:Gene		ENSG00000107890
				biolink:Protein		ENSP00000365255
				biolink:Gene		ENSG00000177595
				biolink:Protein		ENSP00000337797
				biolink:Gene		ENSG00000237649
				biolink:Protein		ENSP00000393963
				biolink:Gene		ENSG00000169302
				biolink:Protein		ENSP00000381535
				biolink:Gene		ENSG00000198561
				biolink:Protein		ENSP00000382004
				biolink:Gene		ENSG00000070770
				biolink:Protein		ENSP00000262506
				biolink:Gene		ENSG00000177731
				biolink:Protein		ENSP00000324573
				biolink:Gene		ENSG00000275832
				biolink:Protein		ENSP00000481862
				biolink:Gene		ENSG00000133101
				biolink:Protein		ENSP00000255465
				biolink:Gene		ENSG00000130475
				biolink:Protein		ENSP00000473001
				biolink:Gene		ENSG00000171219
				biolink:Protein		ENSP00000345133
				biolink:Gene		ENSG00000185728
				biolink:Protein		ENSP00000478490
				biolink:Gene		ENSG00000070759
				biolink:Protein		ENSP00000361158
				biolink:Gene		ENSG00000141968
				biolink:Protein		ENSP00000472929
				biolink:Gene		ENSG00000058272
				biolink:Protein		ENSP00000389168
				biolink:Gene		ENSG00000174292
				biolink:Protein		ENSP00000459799
				biolink:Gene		ENSG00000072274
				biolink:Protein		ENSP00000353224
				biolink:Gene		ENSG00000065413
				biolink:Protein		ENSP00000282272
				biolink:Gene		ENSG00000143479
				biolink:Protein		ENSP00000356076
				biolink:Gene		ENSG00000141298
				biolink:Protein		ENSP00000444743
				biolink:Protein		ENSP00000313756
				biolink:Gene		ENSG00000196277
				biolink:Protein		ENSP00000350348
				biolink:Gene		ENSG00000160218
				biolink:Protein		ENSP00000291574
				biolink:Gene		ENSG00000100345
				biolink:Protein		ENSP00000216181
				biolink:Gene		ENSG00000145949
				biolink:Protein		ENSP00000274643
				biolink:Gene		ENSG00000170390
				biolink:Protein		ENSP00000303887
				biolink:Gene		ENSG00000197430
				biolink:Protein		ENSP00000360214
				biolink:Gene		ENSG00000079999
				biolink:Protein		ENSP00000171111
				biolink:Gene		ENSG00000143549
				biolink:Protein		ENSP00000357516
				biolink:Gene		ENSG00000167202
				biolink:Protein		ENSP00000300584
				biolink:Gene		ENSG00000131381
				biolink:Protein		ENSP00000253699
				biolink:Gene		ENSG00000066933
				biolink:Protein		ENSP00000348349
				biolink:Gene		ENSG00000188229
				biolink:Protein		ENSP00000341289
				biolink:Gene		ENSG00000183049
				biolink:Protein		ENSP00000478874
				biolink:Gene		ENSG00000088727
				biolink:Protein		ENSP00000333942
				biolink:Gene		ENSG00000138641
				biolink:Protein		ENSP00000385684
				biolink:Gene		ENSG00000070367
				biolink:Protein		ENSP00000484855
				biolink:Gene		ENSG00000116106
				biolink:Protein		ENSP00000281821
				biolink:Protein		ENSP00000482325
				biolink:Gene		ENSG00000135083
				biolink:Protein		ENSP00000377547
				biolink:Gene		ENSG00000166800
				biolink:Protein		ENSP00000280706
				biolink:Gene		ENSG00000152592
				biolink:Protein		ENSP00000340935
				biolink:Gene		ENSG00000090889
				biolink:Protein		ENSP00000363524
				biolink:Gene		ENSG00000197535
				biolink:Protein		ENSP00000382177
				biolink:Gene		ENSG00000172830
				biolink:Protein		ENSP00000312081
				biolink:Gene		ENSG00000184792
				biolink:Protein		ENSP00000332576
				biolink:Gene		ENSG00000112685
				biolink:Protein		ENSP00000230449
				biolink:Protein		ENSP00000444986
				biolink:Gene		ENSG00000188042
				biolink:Protein		ENSP00000339754
				biolink:Protein		ENSP00000402608
				biolink:Gene		ENSG00000163219
				biolink:Protein		ENSP00000386911
				biolink:Gene		ENSG00000136935
				biolink:Protein		ENSP00000362656
				biolink:Gene		ENSG00000145703
				biolink:Protein		ENSP00000274364
				biolink:Gene		ENSG00000137818
				biolink:Protein		ENSP00000346037
				biolink:Gene		ENSG00000116701
				biolink:Protein		ENSP00000356505
				biolink:Gene		ENSG00000125970
				biolink:Protein		ENSP00000246194
				biolink:Gene		ENSG00000165115
				biolink:Protein		ENSP00000297814
				biolink:Gene		ENSG00000037280
				biolink:Protein		ENSP00000261937
				biolink:Gene		ENSG00000230510
				biolink:Protein		ENSP00000471730
				biolink:Gene		ENSG00000032742
				biolink:Protein		ENSP00000323580
				biolink:Gene		ENSG00000144566
				biolink:Protein		ENSP00000273047
				biolink:Gene		ENSG00000042813
				biolink:Protein		ENSP00000046087
				biolink:Gene		ENSG00000204172
				biolink:Protein		ENSP00000392206
				biolink:Gene		ENSG00000143761
				biolink:Protein		ENSP00000440005
				biolink:Gene		ENSG00000107560
				biolink:Protein		ENSP00000347839
				biolink:Gene		ENSG00000197959
				biolink:Protein		ENSP00000356705
				biolink:Gene		ENSG00000106328
				biolink:Protein		ENSP00000265825
				biolink:Gene		ENSG00000114554
				biolink:Protein		ENSP00000377061
				biolink:Gene		ENSG00000163682
				biolink:Protein		ENSP00000400467
				biolink:Gene		ENSG00000134287
				biolink:Protein		ENSP00000256682
				biolink:Protein		ENSP00000438547
				biolink:Gene		ENSG00000174996
				biolink:Protein		ENSP00000399403
				biolink:Gene		ENSG00000118640
				biolink:Protein		ENSP00000263864
				biolink:Gene		ENSG00000073756
				biolink:Protein		ENSP00000356438
				biolink:Gene		ENSG00000100365
				biolink:Protein		ENSP00000380334
				biolink:Gene		ENSG00000140564
				biolink:Protein		ENSP00000483552
				biolink:Gene		ENSG00000162755
				biolink:Protein		ENSP00000356990
				biolink:Gene		ENSG00000147202
				biolink:Protein		ENSP00000321348
				biolink:Gene		ENSG00000105404
				biolink:Protein		ENSP00000222008
				biolink:Gene		ENSG00000062524
				biolink:Protein		ENSP00000263800
				biolink:Gene		ENSG00000141522
				biolink:Protein		ENSP00000269321
				biolink:Protein		ENSP00000363103
				biolink:Gene		ENSG00000116852
				biolink:Protein		ENSP00000411831
				biolink:Gene		ENSG00000128591
				biolink:Protein		ENSP00000327145
				biolink:Gene		ENSG00000084774
				biolink:Protein		ENSP00000264705
				biolink:Gene		ENSG00000064490
				biolink:Protein		ENSP00000305071
				biolink:Gene		ENSG00000164331
				biolink:Protein		ENSP00000296785
				biolink:Gene		ENSG00000183421
				biolink:Protein		ENSP00000332454
				biolink:Gene		ENSG00000166333
				biolink:Protein		ENSP00000379975
				biolink:Gene		ENSG00000174010
				biolink:Protein		ENSP00000332791
				biolink:Protein		ENSP00000470298
				biolink:Gene		ENSG00000010219
				biolink:Protein		ENSP00000441755
				biolink:Gene		ENSG00000166477
				biolink:Protein		ENSP00000299601
				biolink:Gene		ENSG00000154710
				biolink:Protein		ENSP00000370208
				biolink:Gene		ENSG00000116288
				biolink:Protein		ENSP00000418770
				biolink:Gene		ENSG00000157500
				biolink:Protein		ENSP00000288266
				biolink:Gene		ENSG00000080845
				biolink:Protein		ENSP00000363023
				biolink:Gene		ENSG00000113615
				biolink:Protein		ENSP00000381823
				biolink:Gene		ENSG00000133059
				biolink:Protein		ENSP00000356130
