				node_types		node_column
				biolink:Gene		ENSG00000169764
				biolink:Protein		ENSP00000338703
				biolink:Gene		ENSG00000174358
				biolink:Protein		ENSP00000305302
				biolink:Gene		ENSG00000072682
				biolink:Protein		ENSP00000384999
				biolink:Gene		ENSG00000157103
				biolink:Protein		ENSP00000287766
				biolink:Gene		ENSG00000115758
				biolink:Protein		ENSP00000234111
				biolink:Gene		ENSG00000104147
				biolink:Protein		ENSP00000220514
				biolink:Gene		ENSG00000092020
				biolink:Protein		ENSP00000261475
				biolink:Gene		ENSG00000148832
				biolink:Protein		ENSP00000278060
				biolink:Gene		ENSG00000116459
				biolink:Protein		ENSP00000358737
				biolink:Gene		ENSG00000123505
				biolink:Protein		ENSP00000357880
				biolink:Gene		ENSG00000100033
				biolink:Protein		ENSP00000349577
				biolink:Gene		ENSG00000130876
				biolink:Protein		ENSP00000253188
				biolink:Gene		ENSG00000185038
				biolink:Protein		ENSP00000477597
				biolink:Gene		ENSG00000196468
				biolink:Protein		ENSP00000399324
				biolink:Gene		ENSG00000172432
				biolink:Protein		ENSP00000303997
				biolink:Gene		ENSG00000122012
				biolink:Protein		ENSP00000423541
				biolink:Gene		ENSG00000161653
				biolink:Protein		ENSP00000293404
				biolink:Gene		ENSG00000103056
				biolink:Protein		ENSP00000219334
				biolink:Gene		ENSG00000130881
				biolink:Protein		ENSP00000253193
				biolink:Gene		ENSG00000101353
				biolink:Protein		ENSP00000339971
				biolink:Gene		ENSG00000151224
				biolink:Protein		ENSP00000361287
				biolink:Gene		ENSG00000278845
				biolink:Protein		ENSP00000484903
				biolink:Gene		ENSG00000163634
				biolink:Protein		ENSP00000295899
				biolink:Gene		ENSG00000178537
				biolink:Protein		ENSP00000326305
				biolink:Gene		ENSG00000141448
				biolink:Protein		ENSP00000269216
				biolink:Gene		ENSG00000148399
				biolink:Protein		ENSP00000277540
				biolink:Gene		ENSG00000101210
				biolink:Protein		ENSP00000217182
				biolink:Protein		ENSP00000361471
				biolink:Gene		ENSG00000103257
				biolink:Protein		ENSP00000261622
				biolink:Gene		ENSG00000141424
				biolink:Protein		ENSP00000269187
				biolink:Gene		ENSG00000103064
				biolink:Protein		ENSP00000455064
				biolink:Gene		ENSG00000100294
				biolink:Protein		ENSP00000290429
				biolink:Gene		ENSG00000072657
				biolink:Protein		ENSP00000261180
				biolink:Gene		ENSG00000129667
				biolink:Protein		ENSP00000322775
				biolink:Gene		ENSG00000197381
				biolink:Protein		ENSP00000353920
				biolink:Gene		ENSG00000174938
				biolink:Protein		ENSP00000481917
				biolink:Gene		ENSG00000134480
				biolink:Protein		ENSP00000256897
				biolink:Gene		ENSG00000072041
				biolink:Protein		ENSP00000266682
				biolink:Gene		ENSG00000164893
				biolink:Protein		ENSP00000297524
				biolink:Gene		ENSG00000139990
				biolink:Protein		ENSP00000341351
				biolink:Protein		ENSP00000410764
				biolink:Gene		ENSG00000070269
				biolink:Protein		ENSP00000261556
				biolink:Gene		ENSG00000183978
				biolink:Protein		ENSP00000354762
				biolink:Gene		ENSG00000113504
				biolink:Protein		ENSP00000264930
				biolink:Gene		ENSG00000280987
				biolink:Protein		ENSP00000354346
				biolink:Gene		ENSG00000139209
				biolink:Protein		ENSP00000389843
				biolink:Gene		ENSG00000277161
				biolink:Protein		ENSP00000482202
				biolink:Gene		ENSG00000130584
				biolink:Protein		ENSP00000378536
				biolink:Gene		ENSG00000163512
				biolink:Protein		ENSP00000419371
				biolink:Protein		ENSP00000296218
				biolink:Gene		ENSG00000155465
				biolink:Protein		ENSP00000380666
				biolink:Gene		ENSG00000009413
				biolink:Protein		ENSP00000351697
				biolink:Protein		ENSP00000476312
				biolink:Gene		ENSG00000160710
				biolink:Protein		ENSP00000357459
				biolink:Gene		ENSG00000158865
				biolink:Protein		ENSP00000289932
				biolink:Gene		ENSG00000164074
				biolink:Protein		ENSP00000381937
				biolink:Gene		ENSG00000166402
				biolink:Protein		ENSP00000305426
				biolink:Gene		ENSG00000168389
				biolink:Protein		ENSP00000361895
				biolink:Gene		ENSG00000078589
				biolink:Protein		ENSP00000171757
				biolink:Gene		ENSG00000184999
				biolink:Protein		ENSP00000327569
				biolink:Gene		ENSG00000205808
				biolink:Protein		ENSP00000371307
				biolink:Gene		ENSG00000158715
				biolink:Protein		ENSP00000356113
				biolink:Protein		ENSP00000391748
				biolink:Gene		ENSG00000137571
				biolink:Protein		ENSP00000260126
				biolink:Gene		ENSG00000221988
				biolink:Protein		ENSP00000354608
				biolink:Gene		ENSG00000243989
				biolink:Protein		ENSP00000384296
				biolink:Gene		ENSG00000173262
				biolink:Protein		ENSP00000445929
				biolink:Gene		ENSG00000148339
				biolink:Protein		ENSP00000362159
				biolink:Gene		ENSG00000160180
				biolink:Protein		ENSP00000430690
				biolink:Gene		ENSG00000105281
				biolink:Protein		ENSP00000444408
				biolink:Gene		ENSG00000059573
				biolink:Protein		ENSP00000360268
				biolink:Gene		ENSG00000174514
				biolink:Protein		ENSP00000356115
				biolink:Gene		ENSG00000178814
				biolink:Protein		ENSP00000480476
				biolink:Gene		ENSG00000142920
				biolink:Protein		ENSP00000294517
				biolink:Gene		ENSG00000123243
				biolink:Protein		ENSP00000380333
				biolink:Gene		ENSG00000078246
				biolink:Protein		ENSP00000380321
				biolink:Gene		ENSG00000136928
				biolink:Protein		ENSP00000259455
				biolink:Gene		ENSG00000155970
				biolink:Protein		ENSP00000321455
				biolink:Gene		ENSG00000075415
				biolink:Protein		ENSP00000228318
				biolink:Gene		ENSG00000134294
				biolink:Protein		ENSP00000256689
				biolink:Gene		ENSG00000100600
				biolink:Protein		ENSP00000376911
				biolink:Gene		ENSG00000164828
				biolink:Protein		ENSP00000384015
				biolink:Gene		ENSG00000173638
				biolink:Protein		ENSP00000308895
				biolink:Gene		ENSG00000145681
				biolink:Protein		ENSP00000274341
				biolink:Gene		ENSG00000104635
				biolink:Protein		ENSP00000352779
				biolink:Gene		ENSG00000185736
				biolink:Protein		ENSP00000370713
				biolink:Gene		ENSG00000147454
				biolink:Protein		ENSP00000429200
				biolink:Gene		ENSG00000129673
				biolink:Protein		ENSP00000250615
				biolink:Gene		ENSG00000169282
				biolink:Protein		ENSP00000419952
				biolink:Gene		ENSG00000071282
				biolink:Protein		ENSP00000157600
				biolink:Gene		ENSG00000138079
				biolink:Protein		ENSP00000260649
				biolink:Gene		ENSG00000058600
				biolink:Protein		ENSP00000299853
				biolink:Gene		ENSG00000169507
				biolink:Protein		ENSP00000386272
				biolink:Gene		ENSG00000164038
				biolink:Protein		ENSP00000378265
				biolink:Gene		ENSG00000136866
				biolink:Protein		ENSP00000452552
				biolink:Gene		ENSG00000089094
				biolink:Protein		ENSP00000366271
				biolink:Gene		ENSG00000166558
				biolink:Protein		ENSP00000299709
				biolink:Gene		ENSG00000125826
				biolink:Protein		ENSP00000348632
				biolink:Gene		ENSG00000152700
				biolink:Protein		ENSP00000385432
				biolink:Gene		ENSG00000183023
				biolink:Protein		ENSP00000384763
				biolink:Gene		ENSG00000149150
				biolink:Protein		ENSP00000278426
				biolink:Gene		ENSG00000179348
				biolink:Protein		ENSP00000345681
				biolink:Gene		ENSG00000184313
				biolink:Protein		ENSP00000396622
				biolink:Gene		ENSG00000115902
				biolink:Protein		ENSP00000234256
				biolink:Gene		ENSG00000004799
				biolink:Protein		ENSP00000005178
				biolink:Gene		ENSG00000112033
				biolink:Protein		ENSP00000310928
				biolink:Gene		ENSG00000101412
				biolink:Protein		ENSP00000345571
				biolink:Gene		ENSG00000109775
				biolink:Protein		ENSP00000264689
				biolink:Gene		ENSG00000129151
				biolink:Protein		ENSP00000263182
				biolink:Gene		ENSG00000143437
				biolink:Protein		ENSP00000351407
				biolink:Gene		ENSG00000091483
				biolink:Protein		ENSP00000355518
				biolink:Gene		ENSG00000148459
				biolink:Protein		ENSP00000365388
				biolink:Gene		ENSG00000105550
				biolink:Protein		ENSP00000471477
				biolink:Gene		ENSG00000087008
				biolink:Protein		ENSP00000348775
				biolink:Gene		ENSG00000134107
				biolink:Protein		ENSP00000256495
				biolink:Gene		ENSG00000113851
				biolink:Protein		ENSP00000231948
				biolink:Gene		ENSG00000112303
				biolink:Protein		ENSP00000322276
				biolink:Gene		ENSG00000058799
				biolink:Protein		ENSP00000072644
				biolink:Gene		ENSG00000169169
				biolink:Protein		ENSP00000376303
				biolink:Gene		ENSG00000122882
				biolink:Protein		ENSP00000401566
				biolink:Gene		ENSG00000087299
				biolink:Protein		ENSP00000267436
				biolink:Gene		ENSG00000183018
				biolink:Protein		ENSP00000333292
				biolink:Gene		ENSG00000164708
				biolink:Protein		ENSP00000297283
				biolink:Protein		ENSP00000360293
				biolink:Gene		ENSG00000155657
				biolink:Protein		ENSP00000467141
				biolink:Gene		ENSG00000108961
				biolink:Protein		ENSP00000226105
				biolink:Gene		ENSG00000105509
				biolink:Protein		ENSP00000222115
				biolink:Gene		ENSG00000168301
				biolink:Protein		ENSP00000347188
				biolink:Gene		ENSG00000100614
				biolink:Protein		ENSP00000327255
				biolink:Gene		ENSG00000110536
				biolink:Protein		ENSP00000325958
				biolink:Gene		ENSG00000162688
				biolink:Protein		ENSP00000294724
				biolink:Gene		ENSG00000109472
				biolink:Protein		ENSP00000386104
				biolink:Gene		ENSG00000123130
				biolink:Protein		ENSP00000368605
				biolink:Gene		ENSG00000123815
				biolink:Protein		ENSP00000315118
				biolink:Gene		ENSG00000162636
				biolink:Protein		ENSP00000359052
				biolink:Gene		ENSG00000171824
				biolink:Protein		ENSP00000366135
				biolink:Gene		ENSG00000158793
				biolink:Protein		ENSP00000356988
				biolink:Gene		ENSG00000100504
				biolink:Protein		ENSP00000216392
				biolink:Gene		ENSG00000119938
				biolink:Protein		ENSP00000238994
				biolink:Gene		ENSG00000184227
				biolink:Protein		ENSP00000311224
				biolink:Gene		ENSG00000116285
				biolink:Protein		ENSP00000366702
				biolink:Gene		ENSG00000163499
				biolink:Protein		ENSP00000295728
				biolink:Gene		ENSG00000130066
				biolink:Protein		ENSP00000368572
				biolink:Gene		ENSG00000135821
				biolink:Protein		ENSP00000307900
				biolink:Gene		ENSG00000171174
				biolink:Protein		ENSP00000306817
				biolink:Gene		ENSG00000166855
				biolink:Protein		ENSP00000300107
				biolink:Gene		ENSG00000140718
				biolink:Protein		ENSP00000418823
				biolink:Gene		ENSG00000139330
				biolink:Protein		ENSP00000266719
				biolink:Gene		ENSG00000093144
				biolink:Protein		ENSP00000436585
				biolink:Gene		ENSG00000127920
				biolink:Protein		ENSP00000248564
				biolink:Gene		ENSG00000126368
				biolink:Protein		ENSP00000246672
				biolink:Gene		ENSG00000104205
				biolink:Protein		ENSP00000379842
				biolink:Gene		ENSG00000158828
				biolink:Protein		ENSP00000364204
				biolink:Gene		ENSG00000077616
				biolink:Protein		ENSP00000432481
				biolink:Gene		ENSG00000143891
				biolink:Protein		ENSP00000272252
				biolink:Gene		ENSG00000184619
				biolink:Protein		ENSP00000328017
				biolink:Gene		ENSG00000148840
				biolink:Protein		ENSP00000278070
				biolink:Gene		ENSG00000117266
				biolink:Protein		ENSP00000423665
				biolink:Gene		ENSG00000106244
				biolink:Protein		ENSP00000222968
				biolink:Gene		ENSG00000012174
				biolink:Protein		ENSP00000368798
				biolink:Gene		ENSG00000198804
				biolink:Protein		ENSP00000354499
				biolink:Gene		ENSG00000165240
				biolink:Protein		ENSP00000345728
				biolink:Gene		ENSG00000196482
				biolink:Protein		ENSP00000355904
				biolink:Gene		ENSG00000099769
				biolink:Protein		ENSP00000416683
				biolink:Gene		ENSG00000138796
				biolink:Protein		ENSP00000474560
				biolink:Gene		ENSG00000142611
				biolink:Protein		ENSP00000270722
				biolink:Gene		ENSG00000161542
				biolink:Protein		ENSP00000414624
				biolink:Gene		ENSG00000137766
				biolink:Protein		ENSP00000260323
				biolink:Gene		ENSG00000108443
				biolink:Protein		ENSP00000225577
				biolink:Gene		ENSG00000175711
				biolink:Protein		ENSP00000319979
				biolink:Gene		ENSG00000146701
				biolink:Protein		ENSP00000327070
				biolink:Gene		ENSG00000101473
				biolink:Protein		ENSP00000217455
				biolink:Gene		ENSG00000157184
				biolink:Protein		ENSP00000360541
				biolink:Gene		ENSG00000114268
				biolink:Protein		ENSP00000232375
				biolink:Gene		ENSG00000069535
				biolink:Protein		ENSP00000367309
				biolink:Gene		ENSG00000005486
				biolink:Protein		ENSP00000006777
				biolink:Gene		ENSG00000162772
				biolink:Protein		ENSP00000344352
				biolink:Gene		ENSG00000135447
				biolink:Protein		ENSP00000257905
				biolink:Gene		ENSG00000147224
				biolink:Protein		ENSP00000361512
				biolink:Gene		ENSG00000161267
				biolink:Protein		ENSP00000376184
				biolink:Gene		ENSG00000111046
				biolink:Protein		ENSP00000228641
				biolink:Gene		ENSG00000118094
				biolink:Protein		ENSP00000264029
				biolink:Gene		ENSG00000182134
				biolink:Protein		ENSP00000357812
				biolink:Gene		ENSG00000100445
				biolink:Protein		ENSP00000382327
				biolink:Gene		ENSG00000274290
				biolink:Protein		ENSP00000483237
				biolink:Gene		ENSG00000205978
				biolink:Protein		ENSP00000371994
				biolink:Gene		ENSG00000176194
				biolink:Protein		ENSP00000320209
				biolink:Gene		ENSG00000171612
				biolink:Protein		ENSP00000306328
				biolink:Gene		ENSG00000170525
				biolink:Protein		ENSP00000443319
				biolink:Gene		ENSG00000125648
				biolink:Protein		ENSP00000301454
				biolink:Gene		ENSG00000172059
				biolink:Protein		ENSP00000307023
				biolink:Gene		ENSG00000096088
				biolink:Protein		ENSP00000362116
				biolink:Gene		ENSG00000049246
				biolink:Protein		ENSP00000482093
				biolink:Gene		ENSG00000048471
				biolink:Protein		ENSP00000456480
				biolink:Gene		ENSG00000230124
				biolink:Protein		ENSP00000356567
				biolink:Protein		ENSP00000417138
				biolink:Gene		ENSG00000078070
				biolink:Protein		ENSP00000265594
				biolink:Gene		ENSG00000063761
				biolink:Protein		ENSP00000238561
				biolink:Gene		ENSG00000144837
				biolink:Protein		ENSP00000273371
				biolink:Gene		ENSG00000141384
				biolink:Protein		ENSP00000269142
				biolink:Gene		ENSG00000167261
				biolink:Protein		ENSP00000458977
				biolink:Gene		ENSG00000173153
				biolink:Protein		ENSP00000384851
				biolink:Gene		ENSG00000013375
				biolink:Protein		ENSP00000425809
				biolink:Gene		ENSG00000108384
				biolink:Protein		ENSP00000336701
				biolink:Gene		ENSG00000131055
				biolink:Protein		ENSP00000365243
				biolink:Gene		ENSG00000114021
				biolink:Protein		ENSP00000377696
				biolink:Protein		ENSP00000468280
				biolink:Gene		ENSG00000133597
				biolink:Protein		ENSP00000072869
				biolink:Gene		ENSG00000139914
				biolink:Protein		ENSP00000267426
				biolink:Gene		ENSG00000006831
				biolink:Protein		ENSP00000349616
				biolink:Gene		ENSG00000258429
				biolink:Protein		ENSP00000288022
				biolink:Gene		ENSG00000159346
				biolink:Protein		ENSP00000341785
				biolink:Gene		ENSG00000183549
				biolink:Protein		ENSP00000327916
				biolink:Gene		ENSG00000186468
				biolink:Protein		ENSP00000296674
				biolink:Gene		ENSG00000163029
				biolink:Protein		ENSP00000404092
				biolink:Gene		ENSG00000130517
				biolink:Protein		ENSP00000269919
				biolink:Protein		ENSP00000395574
				biolink:Gene		ENSG00000143333
				biolink:Protein		ENSP00000356529
				biolink:Gene		ENSG00000178796
				biolink:Protein		ENSP00000419249
				biolink:Gene		ENSG00000171723
				biolink:Protein		ENSP00000417901
				biolink:Gene		ENSG00000124098
				biolink:Protein		ENSP00000360437
				biolink:Gene		ENSG00000124003
				biolink:Protein		ENSP00000406674
				biolink:Gene		ENSG00000197576
				biolink:Protein		ENSP00000353151
				biolink:Protein		ENSP00000440594
				biolink:Gene		ENSG00000196396
				biolink:Protein		ENSP00000360683
				biolink:Gene		ENSG00000019102
				biolink:Protein		ENSP00000318684
				biolink:Gene		ENSG00000146166
				biolink:Protein		ENSP00000359691
				biolink:Gene		ENSG00000065882
				biolink:Protein		ENSP00000261439
				biolink:Gene		ENSG00000185238
				biolink:Protein		ENSP00000331879
				biolink:Gene		ENSG00000150403
				biolink:Protein		ENSP00000389399
				biolink:Gene		ENSG00000130598
				biolink:Protein		ENSP00000371331
				biolink:Gene		ENSG00000105063
				biolink:Protein		ENSP00000414202
				biolink:Gene		ENSG00000095321
				biolink:Protein		ENSP00000315013
				biolink:Gene		ENSG00000058091
				biolink:Protein		ENSP00000369390
				biolink:Gene		ENSG00000078596
				biolink:Protein		ENSP00000362395
				biolink:Gene		ENSG00000113966
				biolink:Protein		ENSP00000337722
				biolink:Gene		ENSG00000162692
				biolink:Protein		ENSP00000294728
				biolink:Gene		ENSG00000205560
				biolink:Protein		ENSP00000379011
				biolink:Gene		ENSG00000166411
				biolink:Protein		ENSP00000299518
				biolink:Gene		ENSG00000134899
				biolink:Protein		ENSP00000473384
				biolink:Gene		ENSG00000175564
				biolink:Protein		ENSP00000323740
				biolink:Gene		ENSG00000166289
				biolink:Protein		ENSP00000389787
				biolink:Gene		ENSG00000109576
				biolink:Protein		ENSP00000423190
				biolink:Gene		ENSG00000112964
				biolink:Protein		ENSP00000483403
				biolink:Gene		ENSG00000165795
				biolink:Protein		ENSP00000451712
				biolink:Gene		ENSG00000137947
				biolink:Protein		ENSP00000359531
				biolink:Gene		ENSG00000253506
				biolink:Protein		ENSP00000427802
				biolink:Gene		ENSG00000151365
				biolink:Protein		ENSP00000281030
				biolink:Gene		ENSG00000187840
				biolink:Protein		ENSP00000340691
				biolink:Gene		ENSG00000105852
				biolink:Protein		ENSP00000265627
				biolink:Gene		ENSG00000068903
				biolink:Protein		ENSP00000249396
				biolink:Gene		ENSG00000116678
				biolink:Protein		ENSP00000330393
				biolink:Gene		ENSG00000219607
				biolink:Protein		ENSP00000393832
				biolink:Gene		ENSG00000250506
				biolink:Protein		ENSP00000400088
				biolink:Gene		ENSG00000059758
				biolink:Protein		ENSP00000261211
				biolink:Gene		ENSG00000135423
				biolink:Protein		ENSP00000310447
				biolink:Gene		ENSG00000115361
				biolink:Protein		ENSP00000233710
				biolink:Gene		ENSG00000073578
				biolink:Protein		ENSP00000264932
				biolink:Gene		ENSG00000269058
				biolink:Protein		ENSP00000269881
				biolink:Gene		ENSG00000168291
				biolink:Protein		ENSP00000307241
				biolink:Gene		ENSG00000106459
				biolink:Protein		ENSP00000376924
				biolink:Gene		ENSG00000158571
				biolink:Protein		ENSP00000364145
				biolink:Gene		ENSG00000096717
				biolink:Protein		ENSP00000212015
				biolink:Gene		ENSG00000278588
				biolink:Protein		ENSP00000366962
				biolink:Gene		ENSG00000104756
				biolink:Protein		ENSP00000221200
				biolink:Gene		ENSG00000164180
				biolink:Protein		ENSP00000426354
				biolink:Gene		ENSG00000135218
				biolink:Protein		ENSP00000399421
				biolink:Gene		ENSG00000114480
				biolink:Protein		ENSP00000410833
				biolink:Gene		ENSG00000122176
				biolink:Protein		ENSP00000347041
				biolink:Gene		ENSG00000109424
				biolink:Protein		ENSP00000262999
				biolink:Protein		ENSP00000417656
				biolink:Gene		ENSG00000196850
				biolink:Protein		ENSP00000346255
				biolink:Gene		ENSG00000186501
				biolink:Protein		ENSP00000483276
				biolink:Gene		ENSG00000185379
				biolink:Protein		ENSP00000466399
				biolink:Gene		ENSG00000101224
				biolink:Protein		ENSP00000245960
				biolink:Gene		ENSG00000122971
				biolink:Protein		ENSP00000242592
				biolink:Gene		ENSG00000132326
				biolink:Protein		ENSP00000254657
				biolink:Gene		ENSG00000160883
				biolink:Protein		ENSP00000292432
				biolink:Gene		ENSG00000129521
				biolink:Protein		ENSP00000250457
				biolink:Gene		ENSG00000231925
				biolink:Protein		ENSP00000404833
				biolink:Gene		ENSG00000173726
				biolink:Protein		ENSP00000355566
				biolink:Gene		ENSG00000175121
				biolink:Protein		ENSP00000361875
				biolink:Protein		ENSP00000469686
				biolink:Gene		ENSG00000014641
				biolink:Protein		ENSP00000438144
				biolink:Gene		ENSG00000077463
				biolink:Protein		ENSP00000337332
				biolink:Gene		ENSG00000215397
				biolink:Protein		ENSP00000246104
				biolink:Gene		ENSG00000110245
				biolink:Protein		ENSP00000227667
				biolink:Gene		ENSG00000120937
				biolink:Protein		ENSP00000365651
				biolink:Gene		ENSG00000153714
				biolink:Protein		ENSP00000321026
				biolink:Gene		ENSG00000115159
				biolink:Protein		ENSP00000308610
				biolink:Gene		ENSG00000140265
				biolink:Protein		ENSP00000380174
				biolink:Gene		ENSG00000166446
				biolink:Protein		ENSP00000476295
				biolink:Gene		ENSG00000187288
				biolink:Protein		ENSP00000373328
				biolink:Gene		ENSG00000129226
				biolink:Protein		ENSP00000250092
				biolink:Gene		ENSG00000124523
				biolink:Protein		ENSP00000476228
				biolink:Gene		ENSG00000145723
				biolink:Protein		ENSP00000381970
				biolink:Gene		ENSG00000196616
				biolink:Protein		ENSP00000306606
				biolink:Gene		ENSG00000172331
				biolink:Protein		ENSP00000376840
				biolink:Gene		ENSG00000111271
				biolink:Protein		ENSP00000389813
				biolink:Gene		ENSG00000119915
				biolink:Protein		ENSP00000359022
				biolink:Gene		ENSG00000256525
				biolink:Protein		ENSP00000442563
				biolink:Gene		ENSG00000204946
				biolink:Protein		ENSP00000410890
				biolink:Gene		ENSG00000134352
				biolink:Protein		ENSP00000370698
				biolink:Gene		ENSG00000158417
				biolink:Protein		ENSP00000289371
				biolink:Gene		ENSG00000088882
				biolink:Protein		ENSP00000369979
				biolink:Gene		ENSG00000145692
				biolink:Protein		ENSP00000274353
				biolink:Gene		ENSG00000237289
				biolink:Protein		ENSP00000300283
				biolink:Gene		ENSG00000187051
				biolink:Protein		ENSP00000333948
				biolink:Gene		ENSG00000163050
				biolink:Protein		ENSP00000355741
				biolink:Gene		ENSG00000173372
				biolink:Protein		ENSP00000363773
				biolink:Gene		ENSG00000181019
				biolink:Protein		ENSP00000319788
				biolink:Gene		ENSG00000151093
				biolink:Protein		ENSP00000280701
				biolink:Gene		ENSG00000159173
				biolink:Protein		ENSP00000354488
				biolink:Gene		ENSG00000105220
				biolink:Protein		ENSP00000405573
				biolink:Gene		ENSG00000171928
				biolink:Protein		ENSP00000305654
				biolink:Gene		ENSG00000060566
				biolink:Protein		ENSP00000078445
				biolink:Gene		ENSG00000111206
				biolink:Protein		ENSP00000342307
				biolink:Gene		ENSG00000130957
				biolink:Protein		ENSP00000364486
				biolink:Gene		ENSG00000205669
				biolink:Protein		ENSP00000370531
				biolink:Gene		ENSG00000126215
				biolink:Protein		ENSP00000451974
				biolink:Gene		ENSG00000099624
				biolink:Protein		ENSP00000215375
				biolink:Gene		ENSG00000144468
				biolink:Protein		ENSP00000375914
				biolink:Gene		ENSG00000075188
				biolink:Protein		ENSP00000448054
				biolink:Gene		ENSG00000079134
				biolink:Protein		ENSP00000261600
				biolink:Gene		ENSG00000254726
				biolink:Protein		ENSP00000432845
				biolink:Gene		ENSG00000105379
				biolink:Protein		ENSP00000346173
				biolink:Gene		ENSG00000183287
				biolink:Protein		ENSP00000404464
				biolink:Gene		ENSG00000185860
				biolink:Protein		ENSP00000356886
				biolink:Gene		ENSG00000139514
				biolink:Protein		ENSP00000370128
				biolink:Gene		ENSG00000173599
				biolink:Protein		ENSP00000377532
				biolink:Gene		ENSG00000116717
				biolink:Protein		ENSP00000360025
				biolink:Gene		ENSG00000131459
				biolink:Protein		ENSP00000253778
				biolink:Protein		ENSP00000461324
				biolink:Gene		ENSG00000177058
				biolink:Protein		ENSP00000380074
				biolink:Gene		ENSG00000162928
				biolink:Protein		ENSP00000295030
				biolink:Gene		ENSG00000136381
				biolink:Protein		ENSP00000258886
				biolink:Gene		ENSG00000104886
				biolink:Protein		ENSP00000464955
				biolink:Gene		ENSG00000155090
				biolink:Protein		ENSP00000285407
				biolink:Gene		ENSG00000130222
				biolink:Protein		ENSP00000252506
				biolink:Gene		ENSG00000085511
				biolink:Protein		ENSP00000375986
				biolink:Gene		ENSG00000114904
				biolink:Protein		ENSP00000233027
				biolink:Gene		ENSG00000002016
				biolink:Protein		ENSP00000351284
				biolink:Gene		ENSG00000137601
				biolink:Protein		ENSP00000424757
				biolink:Gene		ENSG00000117505
				biolink:Protein		ENSP00000359295
				biolink:Protein		ENSP00000483507
				biolink:Gene		ENSG00000131730
				biolink:Protein		ENSP00000404203
				biolink:Gene		ENSG00000232040
				biolink:Protein		ENSP00000395259
				biolink:Protein		ENSP00000466834
				biolink:Gene		ENSG00000198624
				biolink:Protein		ENSP00000347586
				biolink:Gene		ENSG00000116032
				biolink:Protein		ENSP00000234389
				biolink:Gene		ENSG00000009765
				biolink:Protein		ENSP00000229447
				biolink:Gene		ENSG00000198380
				biolink:Protein		ENSP00000349860
				biolink:Gene		ENSG00000168913
				biolink:Protein		ENSP00000382675
				biolink:Gene		ENSG00000171503
				biolink:Protein		ENSP00000426638
				biolink:Gene		ENSG00000172482
				biolink:Protein		ENSP00000302620
				biolink:Gene		ENSG00000168306
				biolink:Protein		ENSP00000307697
				biolink:Gene		ENSG00000143994
				biolink:Protein		ENSP00000326491
				biolink:Gene		ENSG00000154930
				biolink:Protein		ENSP00000316924
				biolink:Gene		ENSG00000139780
				biolink:Protein		ENSP00000267273
				biolink:Gene		ENSG00000130021
				biolink:Protein		ENSP00000396452
				biolink:Gene		ENSG00000168309
				biolink:Protein		ENSP00000419124
				biolink:Gene		ENSG00000138400
				biolink:Protein		ENSP00000363533
				biolink:Gene		ENSG00000254656
				biolink:Protein		ENSP00000435342
				biolink:Gene		ENSG00000233822
				biolink:Protein		ENSP00000483903
				biolink:Gene		ENSG00000068976
				biolink:Protein		ENSP00000164139
				biolink:Gene		ENSG00000117308
				biolink:Protein		ENSP00000483375
				biolink:Gene		ENSG00000112304
				biolink:Protein		ENSP00000230048
				biolink:Gene		ENSG00000144724
				biolink:Protein		ENSP00000418112
				biolink:Gene		ENSG00000110075
				biolink:Protein		ENSP00000377390
				biolink:Gene		ENSG00000157870
				biolink:Protein		ENSP00000413218
				biolink:Gene		ENSG00000122870
				biolink:Protein		ENSP00000362993
				biolink:Protein		ENSP00000367923
				biolink:Gene		ENSG00000149573
				biolink:Protein		ENSP00000278937
				biolink:Protein		ENSP00000478828
				biolink:Gene		ENSG00000172497
				biolink:Protein		ENSP00000303246
				biolink:Gene		ENSG00000112299
				biolink:Protein		ENSP00000356905
				biolink:Gene		ENSG00000161896
				biolink:Protein		ENSP00000398861
				biolink:Gene		ENSG00000119508
				biolink:Protein		ENSP00000482027
				biolink:Gene		ENSG00000113396
				biolink:Protein		ENSP00000262462
				biolink:Gene		ENSG00000159199
				biolink:Protein		ENSP00000377033
				biolink:Gene		ENSG00000148090
				biolink:Protein		ENSP00000364883
				biolink:Gene		ENSG00000182185
				biolink:Protein		ENSP00000419471
				biolink:Gene		ENSG00000106624
				biolink:Protein		ENSP00000223357
				biolink:Gene		ENSG00000151553
				biolink:Protein		ENSP00000358251
				biolink:Gene		ENSG00000154025
				biolink:Protein		ENSP00000379008
				biolink:Gene		ENSG00000167851
				biolink:Protein		ENSP00000353259
				biolink:Gene		ENSG00000099256
				biolink:Protein		ENSP00000318602
				biolink:Protein		ENSP00000339384
				biolink:Gene		ENSG00000275713
				biolink:Protein		ENSP00000479169
				biolink:Gene		ENSG00000113790
				biolink:Protein		ENSP00000231887
				biolink:Gene		ENSG00000162910
				biolink:Protein		ENSP00000403614
				biolink:Gene		ENSG00000173641
				biolink:Protein		ENSP00000310111
				biolink:Gene		ENSG00000169116
				biolink:Protein		ENSP00000370224
				biolink:Gene		ENSG00000122180
				biolink:Protein		ENSP00000241651
				biolink:Gene		ENSG00000170961
				biolink:Protein		ENSP00000306991
				biolink:Gene		ENSG00000129152
				biolink:Protein		ENSP00000250003
				biolink:Protein		ENSP00000328232
				biolink:Gene		ENSG00000175634
				biolink:Protein		ENSP00000308413
