Gene_A	Gene_B	Weight
ENSG00000112592	ENSG00000165417	2.3E-2
ENSG00000120656	ENSG00000165417	3.9E-2
ENSG00000125651	ENSG00000165417	1.4E-2
ENSG00000280529	ENSG00000165417	3.7E-2
ENSG00000277273	ENSG00000165417	1.8E-2
ENSG00000134480	ENSG00000165417	1.8E-2
ENSG00000137947	ENSG00000165417	3.7E-2
ENSG00000140307	ENSG00000165417	3.7E-2
ENSG00000141384	ENSG00000165417	3.7E-2
ENSG00000144231	ENSG00000165417	1.4E-2
ENSG00000276910	ENSG00000165417	1.8E-2
ENSG00000147133	ENSG00000165417	3.7E-2
ENSG00000147669	ENSG00000165417	1E-2
ENSG00000148835	ENSG00000165417	3.7E-2
ENSG00000153767	ENSG00000165417	3.7E-2
ENSG00000163161	ENSG00000165417	1.8E-2
ENSG00000163882	ENSG00000165417	1E-2
ENSG00000103490	ENSG00000165471	4.3E-2
ENSG00000127241	ENSG00000165471	8.8E-1
ENSG00000003756	ENSG00000165494	1.2E-2
ENSG00000005075	ENSG00000165494	7.6E-3
ENSG00000011304	ENSG00000165494	1.2E-2
ENSG00000047315	ENSG00000165494	7.6E-3
ENSG00000060339	ENSG00000165494	1.2E-2
ENSG00000060688	ENSG00000165494	1.2E-2
ENSG00000063244	ENSG00000165494	1E-2
ENSG00000065978	ENSG00000165494	1.2E-2
ENSG00000071894	ENSG00000165494	1E-2
ENSG00000072501	ENSG00000165494	8.2E-3
ENSG00000077312	ENSG00000165494	1.3E-2
ENSG00000087365	ENSG00000165494	1.2E-2
ENSG00000090060	ENSG00000165494	1.2E-2
ENSG00000092199	ENSG00000165494	1.2E-2
ENSG00000099783	ENSG00000165494	1.2E-2
ENSG00000099817	ENSG00000165494	6.2E-3
ENSG00000099995	ENSG00000165494	1.2E-2
ENSG00000100138	ENSG00000165494	1.2E-2
ENSG00000100410	ENSG00000165494	1.2E-2
ENSG00000100650	ENSG00000165494	1E-2
ENSG00000100836	ENSG00000165494	1.2E-2
ENSG00000101138	ENSG00000165494	1.2E-2
ENSG00000101161	ENSG00000165494	1.2E-2
ENSG00000101811	ENSG00000165494	1.2E-2
ENSG00000102978	ENSG00000165494	7.6E-3
ENSG00000282947	ENSG00000165494	1.2E-2
ENSG00000104897	ENSG00000165494	1.2E-2
ENSG00000105258	ENSG00000165494	7.6E-3
ENSG00000105323	ENSG00000165494	1.2E-2
ENSG00000105705	ENSG00000165494	1.2E-2
ENSG00000108883	ENSG00000165494	1.2E-2
ENSG00000111786	ENSG00000165494	9.6E-3
ENSG00000114503	ENSG00000165494	6E-3
ENSG00000115524	ENSG00000165494	1.2E-2
ENSG00000115875	ENSG00000165494	1E-2
ENSG00000116350	ENSG00000165494	1E-2
ENSG00000116754	ENSG00000165494	1E-2
ENSG00000119203	ENSG00000165494	1E-2
ENSG00000122566	ENSG00000165494	1.2E-2
ENSG00000124193	ENSG00000165494	1E-2
ENSG00000125351	ENSG00000165494	9.7E-3
ENSG00000125651	ENSG00000165494	7.9E-3
ENSG00000125835	ENSG00000165494	8.3E-3
ENSG00000125870	ENSG00000165494	1.2E-2
ENSG00000282958	ENSG00000165494	1.2E-2
ENSG00000126698	ENSG00000165494	1.2E-2
ENSG00000126945	ENSG00000165494	1.2E-2
ENSG00000131876	ENSG00000165494	1.2E-2
ENSG00000133226	ENSG00000165494	1E-2
ENSG00000135486	ENSG00000165494	1.2E-2
ENSG00000135829	ENSG00000165494	1.2E-2
ENSG00000136450	ENSG00000165494	1E-2
ENSG00000136875	ENSG00000165494	1.2E-2
ENSG00000136937	ENSG00000165494	6E-3
ENSG00000138668	ENSG00000165494	1.2E-2
ENSG00000140829	ENSG00000165494	9.6E-3
ENSG00000141759	ENSG00000165494	1.2E-2
ENSG00000143368	ENSG00000165494	1.2E-2
ENSG00000144028	ENSG00000165494	1.2E-2
ENSG00000144231	ENSG00000165494	7.6E-3
ENSG00000147274	ENSG00000165494	1.2E-2
ENSG00000147669	ENSG00000165494	5.8E-3
ENSG00000149532	ENSG00000165494	1.2E-2
ENSG00000153187	ENSG00000165494	1.2E-2
ENSG00000160201	ENSG00000165494	1E-2
ENSG00000161547	ENSG00000165494	1E-2
ENSG00000162385	ENSG00000165494	7E-3
ENSG00000163882	ENSG00000165494	5.8E-3
ENSG00000115263	ENSG00000165556	2.8E-1
ENSG00000099624	ENSG00000165629	7.1E-2
ENSG00000110955	ENSG00000165629	7.1E-2
ENSG00000116459	ENSG00000165629	7.1E-2
ENSG00000124172	ENSG00000165629	7.1E-2
ENSG00000152234	ENSG00000165629	7.1E-2
ENSG00000154723	ENSG00000165629	7.1E-2
ENSG00000159199	ENSG00000165629	7.1E-2
ENSG00000067715	ENSG00000165646	1.9E-1
ENSG00000079841	ENSG00000165646	1.8E-1
ENSG00000105649	ENSG00000165646	1.5E-1
ENSG00000013503	ENSG00000165684	4.2E-2
ENSG00000023608	ENSG00000165684	6.7E-2
ENSG00000058600	ENSG00000165684	4.2E-2
ENSG00000061337	ENSG00000165684	4.2E-2
ENSG00000099817	ENSG00000165684	1.5E-2
ENSG00000100413	ENSG00000165684	4.2E-2
ENSG00000104221	ENSG00000165684	6.7E-2
ENSG00000104976	ENSG00000165684	6.7E-2
ENSG00000112592	ENSG00000165684	3E-2
ENSG00000132664	ENSG00000165684	4.2E-2
ENSG00000143190	ENSG00000165684	6.7E-2
ENSG00000274803	ENSG00000165684	5.1E-2
ENSG00000147669	ENSG00000165684	1.4E-2
ENSG00000148606	ENSG00000165684	4.2E-2
ENSG00000163882	ENSG00000165684	1.4E-2
ENSG00000164975	ENSG00000165684	6.7E-2
ENSG00000090372	ENSG00000165704	1.1E-1
ENSG00000005075	ENSG00000165819	3.6E-2
ENSG00000047315	ENSG00000165819	3.6E-2
ENSG00000099817	ENSG00000165819	3E-2
ENSG00000102978	ENSG00000165819	3.6E-2
ENSG00000105258	ENSG00000165819	3.6E-2
ENSG00000114503	ENSG00000165819	2.9E-2
ENSG00000125651	ENSG00000165819	3.8E-2
ENSG00000136937	ENSG00000165819	2.9E-2
ENSG00000144231	ENSG00000165819	3.6E-2
ENSG00000147669	ENSG00000165819	2.8E-2
ENSG00000163882	ENSG00000165819	2.8E-2
ENSG00000008018	ENSG00000165916	1.8E-2
ENSG00000281221	ENSG00000165916	2E-2
ENSG00000041357	ENSG00000165916	1.8E-2
ENSG00000053900	ENSG00000165916	1.8E-2
ENSG00000068878	ENSG00000165916	1.8E-2
ENSG00000072401	ENSG00000165916	1.6E-2
ENSG00000087191	ENSG00000165916	2E-2
ENSG00000089053	ENSG00000165916	1.8E-2
ENSG00000092010	ENSG00000165916	1.8E-2
ENSG00000095261	ENSG00000165916	1.8E-2
ENSG00000099341	ENSG00000165916	1.8E-2
ENSG00000100519	ENSG00000165916	2E-2
ENSG00000100567	ENSG00000165916	1.9E-2
ENSG00000100764	ENSG00000165916	2E-2
ENSG00000100804	ENSG00000165916	1.8E-2
ENSG00000100902	ENSG00000165916	1.8E-2
ENSG00000100911	ENSG00000165916	1.8E-2
ENSG00000101182	ENSG00000165916	1.8E-2
ENSG00000101843	ENSG00000165916	1.8E-2
ENSG00000103035	ENSG00000165916	1.8E-2
ENSG00000105325	ENSG00000165916	1.8E-2
ENSG00000106588	ENSG00000165916	1.8E-2
ENSG00000108344	ENSG00000165916	2E-2
ENSG00000108671	ENSG00000165916	2E-2
ENSG00000110801	ENSG00000165916	1.8E-2
ENSG00000115233	ENSG00000165916	1.8E-2
ENSG00000125818	ENSG00000165916	1.8E-2
ENSG00000126067	ENSG00000165916	1.8E-2
ENSG00000129084	ENSG00000165916	1.8E-2
ENSG00000131467	ENSG00000165916	1.8E-2
ENSG00000136930	ENSG00000165916	1.8E-2
ENSG00000141552	ENSG00000165916	1.6E-2
ENSG00000142507	ENSG00000165916	1.8E-2
ENSG00000143106	ENSG00000165916	1.8E-2
ENSG00000145604	ENSG00000165916	1.7E-2
ENSG00000154611	ENSG00000165916	1.8E-2
ENSG00000159352	ENSG00000165916	1.8E-2
ENSG00000159377	ENSG00000165916	1.8E-2
ENSG00000161057	ENSG00000165916	2E-2
ENSG00000163636	ENSG00000165916	1.8E-2
ENSG00000164162	ENSG00000165916	1.8E-2
ENSG00000003756	ENSG00000165934	1E-2
ENSG00000005075	ENSG00000165934	6.7E-3
ENSG00000011304	ENSG00000165934	1E-2
ENSG00000030066	ENSG00000165934	7.1E-3
ENSG00000047315	ENSG00000165934	6.7E-3
ENSG00000060339	ENSG00000165934	1E-2
ENSG00000060688	ENSG00000165934	1E-2
ENSG00000063244	ENSG00000165934	9E-3
ENSG00000065978	ENSG00000165934	1E-2
ENSG00000069248	ENSG00000165934	7.1E-3
ENSG00000071894	ENSG00000165934	8.8E-3
ENSG00000072501	ENSG00000165934	7.2E-3
ENSG00000087365	ENSG00000165934	1E-2
ENSG00000090060	ENSG00000165934	1E-2
ENSG00000092199	ENSG00000165934	1E-2
ENSG00000093000	ENSG00000165934	1.2E-2
ENSG00000094914	ENSG00000165934	1.2E-2
ENSG00000095319	ENSG00000165934	1.2E-2
ENSG00000099783	ENSG00000165934	1E-2
ENSG00000099817	ENSG00000165934	5.5E-3
ENSG00000099995	ENSG00000165934	1E-2
ENSG00000100138	ENSG00000165934	1E-2
ENSG00000100410	ENSG00000165934	1E-2
ENSG00000100650	ENSG00000165934	8.8E-3
ENSG00000100836	ENSG00000165934	1E-2
ENSG00000101138	ENSG00000165934	1E-2
ENSG00000101161	ENSG00000165934	1E-2
ENSG00000101811	ENSG00000165934	1E-2
ENSG00000102978	ENSG00000165934	6.7E-3
ENSG00000282947	ENSG00000165934	1E-2
ENSG00000104897	ENSG00000165934	1E-2
ENSG00000105258	ENSG00000165934	6.7E-3
ENSG00000105323	ENSG00000165934	1E-2
ENSG00000105705	ENSG00000165934	1E-2
ENSG00000108559	ENSG00000165934	1.2E-2
ENSG00000108883	ENSG00000165934	1E-2
ENSG00000111786	ENSG00000165934	8.5E-3
ENSG00000114503	ENSG00000165934	5.3E-3
ENSG00000115524	ENSG00000165934	1E-2
ENSG00000115875	ENSG00000165934	9E-3
ENSG00000116350	ENSG00000165934	8.8E-3
ENSG00000116754	ENSG00000165934	8.8E-3
ENSG00000119203	ENSG00000165934	9.1E-3
ENSG00000120253	ENSG00000165934	7.1E-3
ENSG00000122566	ENSG00000165934	1E-2
ENSG00000124193	ENSG00000165934	8.8E-3
ENSG00000125351	ENSG00000165934	8.5E-3
ENSG00000125450	ENSG00000165934	7.1E-3
ENSG00000125651	ENSG00000165934	7E-3
ENSG00000125835	ENSG00000165934	7.3E-3
ENSG00000125870	ENSG00000165934	1E-2
ENSG00000282958	ENSG00000165934	1E-2
ENSG00000126698	ENSG00000165934	1E-2
ENSG00000126883	ENSG00000165934	1.1E-2
ENSG00000126945	ENSG00000165934	1E-2
ENSG00000131876	ENSG00000165934	1E-2
ENSG00000132182	ENSG00000165934	1.2E-2
ENSG00000133226	ENSG00000165934	8.9E-3
ENSG00000135486	ENSG00000165934	1E-2
ENSG00000135829	ENSG00000165934	1E-2
ENSG00000136243	ENSG00000165934	1.2E-2
ENSG00000136450	ENSG00000165934	9E-3
ENSG00000136875	ENSG00000165934	1E-2
ENSG00000136937	ENSG00000165934	5.3E-3
ENSG00000138668	ENSG00000165934	1E-2
ENSG00000138750	ENSG00000165934	1.2E-2
ENSG00000140829	ENSG00000165934	8.5E-3
ENSG00000141759	ENSG00000165934	1E-2
ENSG00000143368	ENSG00000165934	1E-2
ENSG00000144028	ENSG00000165934	1E-2
ENSG00000144231	ENSG00000165934	6.7E-3
ENSG00000147274	ENSG00000165934	1E-2
ENSG00000147669	ENSG00000165934	5.1E-3
ENSG00000149532	ENSG00000165934	1E-2
ENSG00000153187	ENSG00000165934	1E-2
ENSG00000155561	ENSG00000165934	1.2E-2
ENSG00000160201	ENSG00000165934	9E-3
ENSG00000161547	ENSG00000165934	8.8E-3
ENSG00000162231	ENSG00000165934	1.8E-2
ENSG00000162385	ENSG00000165934	6.1E-3
ENSG00000163002	ENSG00000165934	1.2E-2
ENSG00000163882	ENSG00000165934	5.1E-3
ENSG00000165494	ENSG00000165934	1E-2
ENSG00000068079	ENSG00000275214	5.4E-2
ENSG00000068745	ENSG00000275214	5.4E-2
ENSG00000119917	ENSG00000275214	5.9E-2
ENSG00000119922	ENSG00000275214	5.9E-2
ENSG00000120738	ENSG00000275214	5.4E-2
ENSG00000126709	ENSG00000275214	5.4E-2
ENSG00000132530	ENSG00000275214	5.4E-2
ENSG00000135828	ENSG00000275214	5.4E-2
ENSG00000142089	ENSG00000275214	5.4E-2
ENSG00000160710	ENSG00000275214	5.4E-2
ENSG00000162645	ENSG00000275214	5.4E-2
ENSG00000114113	ENSG00000166016	3.1E-1
ENSG00000121207	ENSG00000166016	8E-1
ENSG00000130164	ENSG00000166035	6.1E-1
ENSG00000130203	ENSG00000166035	2.4E-1
ENSG00000005249	ENSG00000166037	1.6E-2
ENSG00000007168	ENSG00000166037	9.6E-3
ENSG00000037042	ENSG00000166037	1.5E-2
ENSG00000046651	ENSG00000166037	1.6E-2
ENSG00000276111	ENSG00000166037	1.6E-2
ENSG00000072062	ENSG00000166037	1.6E-2
ENSG00000275911	ENSG00000166037	9.3E-3
ENSG00000074054	ENSG00000166037	9.3E-3
ENSG00000077380	ENSG00000166037	1.6E-2
ENSG00000078674	ENSG00000166037	1.6E-2
ENSG00000080824	ENSG00000166037	1.5E-2
ENSG00000088986	ENSG00000166037	1.6E-2
ENSG00000101004	ENSG00000166037	1.6E-2
ENSG00000101367	ENSG00000166037	9.3E-3
ENSG00000101624	ENSG00000166037	1.6E-2
ENSG00000101639	ENSG00000166037	1.6E-2
ENSG00000103540	ENSG00000166037	1.6E-2
ENSG00000103995	ENSG00000166037	1.6E-2
ENSG00000104833	ENSG00000166037	1.6E-2
ENSG00000105568	ENSG00000166037	9.1E-3
ENSG00000106477	ENSG00000166037	1.6E-2
ENSG00000274474	ENSG00000166037	1.6E-2
ENSG00000110274	ENSG00000166037	1.6E-2
ENSG00000280688	ENSG00000166037	1.6E-2
ENSG00000114107	ENSG00000166037	1.6E-2
ENSG00000116127	ENSG00000166037	1.6E-2
ENSG00000117650	ENSG00000166037	1.3E-2
ENSG00000119397	ENSG00000166037	1.6E-2
ENSG00000126001	ENSG00000166037	1.6E-2
ENSG00000282003	ENSG00000166037	1.5E-2
ENSG00000127824	ENSG00000166037	1.6E-2
ENSG00000127914	ENSG00000166037	1.6E-2
ENSG00000128159	ENSG00000166037	1.5E-2
ENSG00000130640	ENSG00000166037	1.5E-2
ENSG00000131462	ENSG00000166037	1.6E-2
ENSG00000136811	ENSG00000166037	1.6E-2
ENSG00000136861	ENSG00000166037	1.6E-2
ENSG00000137100	ENSG00000166037	1.6E-2
ENSG00000137814	ENSG00000166037	1.6E-2
ENSG00000137822	ENSG00000166037	1.5E-2
ENSG00000138107	ENSG00000166037	1.6E-2
ENSG00000139350	ENSG00000166037	1.5E-2
ENSG00000141551	ENSG00000166037	1.6E-2
ENSG00000141577	ENSG00000166037	1.6E-2
ENSG00000142731	ENSG00000166037	1.6E-2
ENSG00000147400	ENSG00000166037	1.6E-2
ENSG00000148019	ENSG00000166037	1.6E-2
ENSG00000151849	ENSG00000166037	1.6E-2
ENSG00000160299	ENSG00000166037	1.6E-2
ENSG00000154721	ENSG00000166086	1E0
ENSG00000107611	ENSG00000166126	3.7E-1
ENSG00000118137	ENSG00000166126	1.6E-1
ENSG00000004779	ENSG00000166136	2.3E-2
ENSG00000283447	ENSG00000166136	2.3E-2
ENSG00000065518	ENSG00000166136	2.3E-2
ENSG00000090266	ENSG00000166136	2.3E-2
ENSG00000099795	ENSG00000166136	2.3E-2
ENSG00000109390	ENSG00000166136	2.3E-2
ENSG00000110717	ENSG00000166136	2.3E-2
ENSG00000115286	ENSG00000166136	2.3E-2
ENSG00000119013	ENSG00000166136	2.3E-2
ENSG00000119421	ENSG00000166136	2.3E-2
ENSG00000125356	ENSG00000166136	2.3E-2
ENSG00000128609	ENSG00000166136	2.3E-2
ENSG00000281434	ENSG00000166136	2E-2
ENSG00000131495	ENSG00000166136	2.3E-2
ENSG00000136521	ENSG00000166136	2.3E-2
ENSG00000139180	ENSG00000166136	2.3E-2
ENSG00000140990	ENSG00000166136	2.3E-2
ENSG00000145494	ENSG00000166136	2.3E-2
ENSG00000147123	ENSG00000166136	2.3E-2
ENSG00000147684	ENSG00000166136	2.3E-2
ENSG00000151366	ENSG00000166136	2.3E-2
ENSG00000158864	ENSG00000166136	2.3E-2
ENSG00000160194	ENSG00000166136	2.3E-2
ENSG00000164258	ENSG00000166136	2.3E-2
ENSG00000165264	ENSG00000166136	2.3E-2
ENSG00000010610	ENSG00000166167	1.9E-1
ENSG00000103126	ENSG00000166167	2.6E-1
ENSG00000109320	ENSG00000166167	1.7E-1
ENSG00000113712	ENSG00000166167	2.6E-1
ENSG00000116473	ENSG00000166225	2.6E-1
ENSG00000121879	ENSG00000166225	2.2E-1
ENSG00000124181	ENSG00000166225	2.3E-1
ENSG00000134259	ENSG00000166225	7.2E-2
ENSG00000145675	ENSG00000166225	2E-1
ENSG00000075624	ENSG00000166226	1E-1
ENSG00000101132	ENSG00000166226	7E-2
ENSG00000113068	ENSG00000166226	7E-2
ENSG00000115484	ENSG00000166226	6.2E-2
ENSG00000120438	ENSG00000166226	6.2E-2
ENSG00000123349	ENSG00000166226	7E-2
ENSG00000135624	ENSG00000166226	6.2E-2
ENSG00000143256	ENSG00000166226	7E-2
ENSG00000146731	ENSG00000166226	6.2E-2
ENSG00000150753	ENSG00000166226	6.2E-2
ENSG00000155959	ENSG00000166226	7E-2
ENSG00000156261	ENSG00000166226	6.2E-2
ENSG00000163468	ENSG00000166226	6.2E-2
ENSG00000100387	ENSG00000166266	6.5E-1
ENSG00000103363	ENSG00000166266	1.4E-1
ENSG00000154582	ENSG00000166266	1.4E-1
ENSG00000125730	ENSG00000235696	4.3E-1
ENSG00000005075	ENSG00000166337	1.4E-2
ENSG00000020426	ENSG00000166337	1.9E-2
ENSG00000047315	ENSG00000166337	1.4E-2
ENSG00000064995	ENSG00000166337	3.9E-2
ENSG00000090372	ENSG00000166337	6.6E-3
ENSG00000099817	ENSG00000166337	1.2E-2
ENSG00000102978	ENSG00000166337	1.4E-2
ENSG00000104884	ENSG00000166337	1.9E-2
ENSG00000105258	ENSG00000166337	1.4E-2
ENSG00000106290	ENSG00000166337	3.9E-2
ENSG00000110768	ENSG00000166337	1.9E-2
ENSG00000111358	ENSG00000166337	1.9E-2
ENSG00000112592	ENSG00000166337	2.4E-2
ENSG00000125651	ENSG00000166337	1.5E-2
ENSG00000280529	ENSG00000166337	3.9E-2
ENSG00000277273	ENSG00000166337	1.9E-2
ENSG00000134480	ENSG00000166337	1.9E-2
ENSG00000137947	ENSG00000166337	3.9E-2
ENSG00000140307	ENSG00000166337	3.9E-2
ENSG00000141384	ENSG00000166337	3.9E-2
ENSG00000144231	ENSG00000166337	1.4E-2
ENSG00000276910	ENSG00000166337	1.9E-2
ENSG00000147133	ENSG00000166337	3.9E-2
ENSG00000147669	ENSG00000166337	1.1E-2
ENSG00000148835	ENSG00000166337	3.9E-2
ENSG00000153767	ENSG00000166337	3.9E-2
ENSG00000163161	ENSG00000166337	1.9E-2
ENSG00000163882	ENSG00000166337	1.1E-2
ENSG00000165417	ENSG00000166337	3.9E-2
ENSG00000072778	ENSG00000166340	7.1E-1
ENSG00000067829	ENSG00000166411	3.7E-1
ENSG00000101365	ENSG00000166411	3.7E-1
ENSG00000005007	ENSG00000166441	1.4E-2
ENSG00000037241	ENSG00000166441	1E-2
ENSG00000063177	ENSG00000166441	1E-2
ENSG00000067167	ENSG00000166441	1.4E-2
ENSG00000070366	ENSG00000166441	1.4E-2
ENSG00000070756	ENSG00000166441	8.8E-3
ENSG00000083845	ENSG00000166441	8.4E-3
ENSG00000089009	ENSG00000166441	1E-2
ENSG00000089157	ENSG00000166441	1E-2
ENSG00000100316	ENSG00000166441	1E-2
ENSG00000100883	ENSG00000166441	1.4E-2
ENSG00000105372	ENSG00000166441	8.4E-3
ENSG00000105568	ENSG00000166441	7.3E-3
ENSG00000105640	ENSG00000166441	1E-2
ENSG00000105771	ENSG00000166441	1.4E-2
ENSG00000106803	ENSG00000166441	1.4E-2
ENSG00000108107	ENSG00000166441	1E-2
ENSG00000108349	ENSG00000166441	1.4E-2
ENSG00000109475	ENSG00000166441	1E-2
ENSG00000112306	ENSG00000166441	8.4E-3
ENSG00000113575	ENSG00000166441	1.4E-2
ENSG00000114503	ENSG00000166441	5.6E-3
ENSG00000114850	ENSG00000166441	1.4E-2
ENSG00000114867	ENSG00000166441	8.3E-3
ENSG00000115268	ENSG00000166441	8.4E-3
ENSG00000116251	ENSG00000166441	1E-2
ENSG00000116698	ENSG00000166441	1.4E-2
ENSG00000118705	ENSG00000166441	1.3E-2
ENSG00000120705	ENSG00000166441	1.4E-2
ENSG00000122026	ENSG00000166441	1E-2
ENSG00000122406	ENSG00000166441	1E-2
ENSG00000124614	ENSG00000166441	8.4E-3
ENSG00000124783	ENSG00000166441	1.4E-2
ENSG00000125820	ENSG00000166441	1.7E-2
ENSG00000129824	ENSG00000166441	8.4E-3
ENSG00000130255	ENSG00000166441	1E-2
ENSG00000132432	ENSG00000166441	1.4E-2
ENSG00000136937	ENSG00000166441	5.6E-3
ENSG00000136942	ENSG00000166441	1E-2
ENSG00000137818	ENSG00000166441	1E-2
ENSG00000139515	ENSG00000166441	1.3E-2
ENSG00000140319	ENSG00000166441	1.4E-2
ENSG00000140986	ENSG00000166441	1E-2
ENSG00000140988	ENSG00000166441	8.5E-3
ENSG00000141543	ENSG00000166441	1.4E-2
ENSG00000142541	ENSG00000166441	8.5E-3
ENSG00000143742	ENSG00000166441	1.4E-2
ENSG00000144867	ENSG00000166441	1.4E-2
ENSG00000145592	ENSG00000166441	1E-2
ENSG00000147403	ENSG00000166441	1E-2
ENSG00000147604	ENSG00000166441	1E-2
ENSG00000149273	ENSG00000166441	8.5E-3
ENSG00000151461	ENSG00000166441	1.4E-2
ENSG00000153037	ENSG00000166441	1.4E-2
ENSG00000156508	ENSG00000166441	1.8E-2
ENSG00000157106	ENSG00000166441	1.4E-2
ENSG00000158417	ENSG00000166441	1.8E-2
ENSG00000162244	ENSG00000166441	1E-2
ENSG00000162385	ENSG00000166441	6.5E-3
ENSG00000163479	ENSG00000166441	1.4E-2
ENSG00000163682	ENSG00000166441	1E-2
ENSG00000163902	ENSG00000166441	1.3E-2
ENSG00000002822	ENSG00000166451	1.2E-2
ENSG00000007168	ENSG00000166451	7.8E-3
ENSG00000030066	ENSG00000166451	7.6E-3
ENSG00000031691	ENSG00000166451	1.1E-2
ENSG00000040275	ENSG00000166451	1.2E-2
ENSG00000048649	ENSG00000166451	2.8E-2
ENSG00000068796	ENSG00000166451	1.2E-2
ENSG00000069248	ENSG00000166451	7.6E-3
ENSG00000275911	ENSG00000166451	7.6E-3
ENSG00000074054	ENSG00000166451	7.6E-3
ENSG00000075188	ENSG00000166451	8.4E-3
ENSG00000080986	ENSG00000166451	1.2E-2
ENSG00000082898	ENSG00000166451	9.3E-3
ENSG00000086827	ENSG00000166451	1.2E-2
ENSG00000089685	ENSG00000166451	1.3E-2
ENSG00000090273	ENSG00000166451	1.2E-2
ENSG00000100162	ENSG00000166451	1.2E-2
ENSG00000100401	ENSG00000166451	1.2E-2
ENSG00000101367	ENSG00000166451	7.6E-3
ENSG00000102054	ENSG00000166451	3.1E-2
ENSG00000102384	ENSG00000166451	1.1E-2
ENSG00000102901	ENSG00000166451	1.2E-2
ENSG00000104147	ENSG00000166451	2.8E-2
ENSG00000111581	ENSG00000166451	8.1E-3
ENSG00000115163	ENSG00000166451	1.1E-2
ENSG00000117399	ENSG00000166451	9.8E-3
ENSG00000117697	ENSG00000166451	1.2E-2
ENSG00000117724	ENSG00000166451	1.2E-2
ENSG00000120253	ENSG00000166451	7.6E-3
ENSG00000120334	ENSG00000166451	1.2E-2
ENSG00000121621	ENSG00000166451	1.2E-2
ENSG00000122952	ENSG00000166451	1.2E-2
ENSG00000123219	ENSG00000166451	1.1E-2
ENSG00000123485	ENSG00000166451	2.8E-2
ENSG00000123810	ENSG00000166451	1.2E-2
ENSG00000125450	ENSG00000166451	7.6E-3
ENSG00000129534	ENSG00000166451	2.8E-2
ENSG00000129810	ENSG00000166451	1.3E-2
ENSG00000130779	ENSG00000166451	1.2E-2
ENSG00000134690	ENSG00000166451	1.3E-2
ENSG00000137812	ENSG00000166451	1.1E-2
ENSG00000138092	ENSG00000166451	1.1E-2
ENSG00000138778	ENSG00000166451	1.2E-2
ENSG00000141200	ENSG00000166451	1.2E-2
ENSG00000142856	ENSG00000166451	2.8E-2
ENSG00000142945	ENSG00000166451	1.2E-2
ENSG00000143228	ENSG00000166451	1.2E-2
ENSG00000145241	ENSG00000166451	1.2E-2
ENSG00000149503	ENSG00000166451	1.3E-2
ENSG00000149636	ENSG00000166451	1.2E-2
ENSG00000151725	ENSG00000166451	1.1E-2
ENSG00000277909	ENSG00000166451	1.2E-2
ENSG00000153044	ENSG00000166451	1.1E-2
ENSG00000153147	ENSG00000166451	3.3E-2
ENSG00000153201	ENSG00000166451	8.6E-3
ENSG00000153207	ENSG00000166451	1.2E-2
ENSG00000154473	ENSG00000166451	1.1E-2
ENSG00000262634	ENSG00000166451	1.2E-2
ENSG00000156970	ENSG00000166451	1E-2
ENSG00000157020	ENSG00000166451	1.1E-2
ENSG00000159055	ENSG00000166451	2.8E-2
ENSG00000160551	ENSG00000166451	1.2E-2
ENSG00000160783	ENSG00000166451	1.2E-2
ENSG00000161888	ENSG00000166451	1.2E-2
ENSG00000162521	ENSG00000166451	1.9E-2
ENSG00000163535	ENSG00000166451	1.2E-2
ENSG00000163539	ENSG00000166451	1.2E-2
ENSG00000164109	ENSG00000166451	1E-2
ENSG00000013503	ENSG00000166478	4.2E-2
ENSG00000023608	ENSG00000166478	6.7E-2
ENSG00000058600	ENSG00000166478	4.2E-2
ENSG00000061337	ENSG00000166478	4.2E-2
ENSG00000099817	ENSG00000166478	1.5E-2
ENSG00000100413	ENSG00000166478	4.2E-2
ENSG00000104221	ENSG00000166478	6.7E-2
ENSG00000104976	ENSG00000166478	6.7E-2
ENSG00000112592	ENSG00000166478	3E-2
ENSG00000132664	ENSG00000166478	4.2E-2
ENSG00000143190	ENSG00000166478	6.7E-2
ENSG00000274803	ENSG00000166478	5.1E-2
ENSG00000147669	ENSG00000166478	1.4E-2
ENSG00000148606	ENSG00000166478	4.2E-2
ENSG00000163882	ENSG00000166478	1.4E-2
ENSG00000164975	ENSG00000166478	6.7E-2
ENSG00000165684	ENSG00000166478	6.7E-2
ENSG00000123374	ENSG00000166483	5.4E-2
ENSG00000134508	ENSG00000166483	3.4E-1
ENSG00000149554	ENSG00000166483	7.8E-1
ENSG00000006634	ENSG00000166508	3.3E-2
ENSG00000014138	ENSG00000166508	2.5E-2
ENSG00000065328	ENSG00000166508	3.2E-2
ENSG00000073111	ENSG00000166508	2.9E-2
ENSG00000076003	ENSG00000166508	2.8E-2
ENSG00000085840	ENSG00000166508	3E-2
ENSG00000091651	ENSG00000166508	3E-2
ENSG00000092853	ENSG00000166508	4.7E-2
ENSG00000093009	ENSG00000166508	3E-2
ENSG00000094804	ENSG00000166508	2.5E-2
ENSG00000097046	ENSG00000166508	3.3E-2
ENSG00000100297	ENSG00000166508	2.8E-2
ENSG00000100479	ENSG00000166508	2.9E-2
ENSG00000101003	ENSG00000166508	7.2E-2
ENSG00000101868	ENSG00000166508	2.6E-2
ENSG00000104738	ENSG00000166508	2.8E-2
ENSG00000106399	ENSG00000166508	1.4E-2
