Gene_A	Gene_B	Weight
ENSG00000112118	ENSG00000166508	2.8E-2
ENSG00000115942	ENSG00000166508	3.1E-2
ENSG00000115947	ENSG00000166508	3E-2
ENSG00000117748	ENSG00000166508	1.6E-2
ENSG00000123374	ENSG00000166508	1.6E-2
ENSG00000131153	ENSG00000166508	7.2E-2
ENSG00000132383	ENSG00000166508	1.6E-2
ENSG00000135336	ENSG00000166508	3.1E-2
ENSG00000146143	ENSG00000166508	2.5E-2
ENSG00000147536	ENSG00000166508	7.2E-2
ENSG00000164815	ENSG00000166508	3E-2
ENSG00000114902	ENSG00000166562	2.2E-1
ENSG00000115263	ENSG00000166562	6.1E-2
ENSG00000118363	ENSG00000166562	2.2E-1
ENSG00000129128	ENSG00000166562	2.2E-1
ENSG00000140612	ENSG00000166562	2.2E-1
ENSG00000002822	ENSG00000166579	1.5E-2
ENSG00000030066	ENSG00000166579	9E-3
ENSG00000031691	ENSG00000166579	1.2E-2
ENSG00000040275	ENSG00000166579	1.5E-2
ENSG00000068796	ENSG00000166579	1.5E-2
ENSG00000069248	ENSG00000166579	9E-3
ENSG00000275911	ENSG00000166579	9E-3
ENSG00000074054	ENSG00000166579	9E-3
ENSG00000075188	ENSG00000166579	9.9E-3
ENSG00000080986	ENSG00000166579	1.5E-2
ENSG00000082898	ENSG00000166579	1.1E-2
ENSG00000086827	ENSG00000166579	1.5E-2
ENSG00000089685	ENSG00000166579	1.5E-2
ENSG00000090273	ENSG00000166579	1.5E-2
ENSG00000100162	ENSG00000166579	1.5E-2
ENSG00000100401	ENSG00000166579	1.5E-2
ENSG00000101367	ENSG00000166579	9E-3
ENSG00000102384	ENSG00000166579	1.2E-2
ENSG00000102901	ENSG00000166579	1.5E-2
ENSG00000111581	ENSG00000166579	9.6E-3
ENSG00000115163	ENSG00000166579	1.2E-2
ENSG00000117399	ENSG00000166579	1.2E-2
ENSG00000117697	ENSG00000166579	1.5E-2
ENSG00000117724	ENSG00000166579	1.5E-2
ENSG00000120253	ENSG00000166579	9E-3
ENSG00000120334	ENSG00000166579	1.5E-2
ENSG00000121621	ENSG00000166579	1.5E-2
ENSG00000122952	ENSG00000166579	1.5E-2
ENSG00000123219	ENSG00000166579	1.2E-2
ENSG00000123810	ENSG00000166579	1.5E-2
ENSG00000125450	ENSG00000166579	9E-3
ENSG00000129810	ENSG00000166579	1.5E-2
ENSG00000130779	ENSG00000166579	1.5E-2
ENSG00000134690	ENSG00000166579	1.5E-2
ENSG00000137812	ENSG00000166579	1.2E-2
ENSG00000138092	ENSG00000166579	1.2E-2
ENSG00000138778	ENSG00000166579	1.5E-2
ENSG00000141200	ENSG00000166579	1.5E-2
ENSG00000142945	ENSG00000166579	1.5E-2
ENSG00000143228	ENSG00000166579	1.5E-2
ENSG00000145241	ENSG00000166579	1.5E-2
ENSG00000149503	ENSG00000166579	1.5E-2
ENSG00000149636	ENSG00000166579	1.5E-2
ENSG00000151725	ENSG00000166579	1.2E-2
ENSG00000277909	ENSG00000166579	1.5E-2
ENSG00000153044	ENSG00000166579	1.2E-2
ENSG00000153201	ENSG00000166579	1E-2
ENSG00000153207	ENSG00000166579	1.5E-2
ENSG00000154473	ENSG00000166579	1.2E-2
ENSG00000262634	ENSG00000166579	1.5E-2
ENSG00000156970	ENSG00000166579	1.2E-2
ENSG00000157020	ENSG00000166579	1.3E-2
ENSG00000160551	ENSG00000166579	1.5E-2
ENSG00000160783	ENSG00000166579	1.5E-2
ENSG00000161888	ENSG00000166579	1.5E-2
ENSG00000163535	ENSG00000166579	1.5E-2
ENSG00000163539	ENSG00000166579	1.5E-2
ENSG00000164109	ENSG00000166579	1.2E-2
ENSG00000166451	ENSG00000166579	1.2E-2
ENSG00000011600	ENSG00000273686	3E-2
ENSG00000067066	ENSG00000273686	5.1E-2
ENSG00000100280	ENSG00000273686	4.6E-2
ENSG00000100934	ENSG00000273686	7.1E-2
ENSG00000236490	ENSG00000273686	5.2E-2
ENSG00000113441	ENSG00000273686	2.5E-1
ENSG00000125148	ENSG00000273686	5.1E-2
ENSG00000278821	ENSG00000273686	1.1E-1
ENSG00000127022	ENSG00000273686	8.2E-2
ENSG00000138674	ENSG00000273686	7.1E-2
ENSG00000152700	ENSG00000273686	3.4E-2
ENSG00000157020	ENSG00000273686	1.2E-2
ENSG00000100280	ENSG00000166747	1.4E-1
ENSG00000107295	ENSG00000166747	7.6E-2
ENSG00000109971	ENSG00000166747	8.9E-2
ENSG00000116675	ENSG00000166747	1.9E-1
ENSG00000137486	ENSG00000166747	1.7E-1
ENSG00000273686	ENSG00000166747	3.6E-2
ENSG00000005339	ENSG00000166819	2.1E-2
ENSG00000008838	ENSG00000166819	2.1E-2
ENSG00000011198	ENSG00000166819	3.8E-1
ENSG00000042429	ENSG00000166819	2.1E-2
ENSG00000063322	ENSG00000166819	2.1E-2
ENSG00000084676	ENSG00000166819	2.2E-2
ENSG00000099917	ENSG00000166819	2.1E-2
ENSG00000100393	ENSG00000166819	2.1E-2
ENSG00000104973	ENSG00000166819	2.1E-2
ENSG00000105085	ENSG00000166819	2.1E-2
ENSG00000105974	ENSG00000166819	6.3E-2
ENSG00000108510	ENSG00000166819	2.1E-2
ENSG00000108590	ENSG00000166819	2.1E-2
ENSG00000109819	ENSG00000166819	1.9E-2
ENSG00000112237	ENSG00000166819	2.1E-2
ENSG00000112282	ENSG00000166819	2.1E-2
ENSG00000123066	ENSG00000166819	2.1E-2
ENSG00000124151	ENSG00000166819	2.2E-2
ENSG00000124641	ENSG00000166819	2.1E-2
ENSG00000125686	ENSG00000166819	2.2E-2
ENSG00000130589	ENSG00000166819	2.1E-2
ENSG00000130772	ENSG00000166819	2.1E-2
ENSG00000132964	ENSG00000166819	2.1E-2
ENSG00000133398	ENSG00000166819	2.1E-2
ENSG00000133997	ENSG00000166819	2.1E-2
ENSG00000136146	ENSG00000166819	2.2E-2
ENSG00000140396	ENSG00000166819	2.1E-2
ENSG00000141026	ENSG00000166819	2.1E-2
ENSG00000281022	ENSG00000166819	2.1E-2
ENSG00000152944	ENSG00000166819	2.1E-2
ENSG00000155111	ENSG00000166819	2.1E-2
ENSG00000155868	ENSG00000166819	2.1E-2
ENSG00000156603	ENSG00000166819	2.1E-2
ENSG00000159479	ENSG00000166819	2.1E-2
ENSG00000160563	ENSG00000166819	2.1E-2
ENSG00000161920	ENSG00000166819	2.1E-2
ENSG00000164758	ENSG00000166819	2.1E-2
ENSG00000054654	ENSG00000166848	5.5E-2
ENSG00000066923	ENSG00000166848	4E-2
ENSG00000072501	ENSG00000166848	1.8E-2
ENSG00000077935	ENSG00000166848	4E-2
ENSG00000092330	ENSG00000166848	6.3E-2
ENSG00000100242	ENSG00000166848	5.5E-2
ENSG00000100918	ENSG00000166848	4E-2
ENSG00000101972	ENSG00000166848	4E-2
ENSG00000102977	ENSG00000166848	6.3E-2
ENSG00000108055	ENSG00000166848	4E-2
ENSG00000113368	ENSG00000166848	5.5E-2
ENSG00000118007	ENSG00000166848	4E-2
ENSG00000128513	ENSG00000166848	6.3E-2
ENSG00000131018	ENSG00000166848	5.5E-2
ENSG00000139351	ENSG00000166848	4E-2
ENSG00000147601	ENSG00000166848	6.3E-2
ENSG00000164754	ENSG00000166848	4E-2
ENSG00000164828	ENSG00000166848	5.5E-2
ENSG00000002822	ENSG00000166851	8.8E-3
ENSG00000005249	ENSG00000166851	9.2E-3
ENSG00000007168	ENSG00000166851	5.6E-3
ENSG00000030066	ENSG00000166851	5.4E-3
ENSG00000031691	ENSG00000166851	7.5E-3
ENSG00000037042	ENSG00000166851	9E-3
ENSG00000040275	ENSG00000166851	8.8E-3
ENSG00000046651	ENSG00000166851	9.2E-3
ENSG00000276111	ENSG00000166851	9.2E-3
ENSG00000068796	ENSG00000166851	8.8E-3
ENSG00000069248	ENSG00000166851	5.4E-3
ENSG00000072062	ENSG00000166851	9.1E-3
ENSG00000072401	ENSG00000166851	8.5E-3
ENSG00000275911	ENSG00000166851	5.5E-3
ENSG00000074054	ENSG00000166851	5.5E-3
ENSG00000075188	ENSG00000166851	6E-3
ENSG00000077380	ENSG00000166851	9.2E-3
ENSG00000078674	ENSG00000166851	9.2E-3
ENSG00000080824	ENSG00000166851	8.6E-3
ENSG00000080986	ENSG00000166851	8.9E-3
ENSG00000082898	ENSG00000166851	6.7E-3
ENSG00000086827	ENSG00000166851	8.8E-3
ENSG00000088986	ENSG00000166851	9.3E-3
ENSG00000089685	ENSG00000166851	9.2E-3
ENSG00000090273	ENSG00000166851	8.9E-3
ENSG00000100162	ENSG00000166851	8.8E-3
ENSG00000100401	ENSG00000166851	8.9E-3
ENSG00000101004	ENSG00000166851	9.3E-3
ENSG00000101367	ENSG00000166851	5.5E-3
ENSG00000101624	ENSG00000166851	9.2E-3
ENSG00000101639	ENSG00000166851	9.2E-3
ENSG00000102384	ENSG00000166851	7.5E-3
ENSG00000102901	ENSG00000166851	8.8E-3
ENSG00000103540	ENSG00000166851	9.2E-3
ENSG00000103995	ENSG00000166851	9.2E-3
ENSG00000104833	ENSG00000166851	9.2E-3
ENSG00000106477	ENSG00000166851	9.2E-3
ENSG00000274474	ENSG00000166851	9.2E-3
ENSG00000110274	ENSG00000166851	9.2E-3
ENSG00000111581	ENSG00000166851	5.8E-3
ENSG00000280688	ENSG00000166851	9.2E-3
ENSG00000114107	ENSG00000166851	9.2E-3
ENSG00000115163	ENSG00000166851	7.5E-3
ENSG00000116127	ENSG00000166851	9.2E-3
ENSG00000117399	ENSG00000166851	7E-3
ENSG00000117650	ENSG00000166851	7.6E-3
ENSG00000117697	ENSG00000166851	8.8E-3
ENSG00000117724	ENSG00000166851	8.8E-3
ENSG00000119397	ENSG00000166851	9.2E-3
ENSG00000120253	ENSG00000166851	5.4E-3
ENSG00000120334	ENSG00000166851	8.8E-3
ENSG00000121621	ENSG00000166851	8.8E-3
ENSG00000122952	ENSG00000166851	8.8E-3
ENSG00000123219	ENSG00000166851	7.5E-3
ENSG00000123810	ENSG00000166851	8.8E-3
ENSG00000125450	ENSG00000166851	5.4E-3
ENSG00000126001	ENSG00000166851	9.2E-3
ENSG00000282003	ENSG00000166851	9E-3
ENSG00000127824	ENSG00000166851	9.2E-3
ENSG00000127914	ENSG00000166851	9.3E-3
ENSG00000128159	ENSG00000166851	9E-3
ENSG00000129810	ENSG00000166851	9E-3
ENSG00000130640	ENSG00000166851	9E-3
ENSG00000130779	ENSG00000166851	8.9E-3
ENSG00000131462	ENSG00000166851	9.1E-3
ENSG00000134690	ENSG00000166851	9.1E-3
ENSG00000136811	ENSG00000166851	9.2E-3
ENSG00000136861	ENSG00000166851	9.2E-3
ENSG00000137100	ENSG00000166851	9.2E-3
ENSG00000137812	ENSG00000166851	7.5E-3
ENSG00000137814	ENSG00000166851	9.2E-3
ENSG00000137822	ENSG00000166851	9E-3
ENSG00000138092	ENSG00000166851	7.5E-3
ENSG00000138107	ENSG00000166851	9.2E-3
ENSG00000138778	ENSG00000166851	8.8E-3
ENSG00000139350	ENSG00000166851	9E-3
ENSG00000141200	ENSG00000166851	8.8E-3
ENSG00000141551	ENSG00000166851	9.2E-3
ENSG00000141552	ENSG00000166851	8.5E-3
ENSG00000141577	ENSG00000166851	9.2E-3
ENSG00000142731	ENSG00000166851	9.2E-3
ENSG00000142945	ENSG00000166851	8.8E-3
ENSG00000143228	ENSG00000166851	8.8E-3
ENSG00000145241	ENSG00000166851	8.8E-3
ENSG00000147400	ENSG00000166851	9.2E-3
ENSG00000148019	ENSG00000166851	9.2E-3
ENSG00000149503	ENSG00000166851	9.1E-3
ENSG00000149636	ENSG00000166851	8.8E-3
ENSG00000151849	ENSG00000166851	9.2E-3
ENSG00000277909	ENSG00000166851	8.8E-3
ENSG00000153044	ENSG00000166851	7.5E-3
ENSG00000153201	ENSG00000166851	6.1E-3
ENSG00000153207	ENSG00000166851	8.8E-3
ENSG00000154473	ENSG00000166851	7.6E-3
ENSG00000262634	ENSG00000166851	8.8E-3
ENSG00000156970	ENSG00000166851	7.5E-3
ENSG00000157020	ENSG00000166851	8E-3
ENSG00000160299	ENSG00000166851	9.2E-3
ENSG00000160551	ENSG00000166851	8.8E-3
ENSG00000160783	ENSG00000166851	8.8E-3
ENSG00000161888	ENSG00000166851	8.9E-3
ENSG00000163535	ENSG00000166851	8.8E-3
ENSG00000163539	ENSG00000166851	8.8E-3
ENSG00000164109	ENSG00000166851	7.5E-3
ENSG00000164162	ENSG00000166851	9.2E-3
ENSG00000166037	ENSG00000166851	9.2E-3
ENSG00000166451	ENSG00000166851	7.5E-3
ENSG00000166579	ENSG00000166851	8.9E-3
ENSG00000002330	ENSG00000166913	1.3E-1
ENSG00000070761	ENSG00000166913	1.4E-2
ENSG00000083312	ENSG00000166913	5.8E-2
ENSG00000116473	ENSG00000166913	1.3E-1
ENSG00000120910	ENSG00000166913	1.7E-1
ENSG00000126934	ENSG00000166913	1.7E-1
ENSG00000128016	ENSG00000166913	6.6E-2
ENSG00000132155	ENSG00000166913	1.3E-1
ENSG00000134259	ENSG00000166913	3.6E-2
ENSG00000134313	ENSG00000166913	1.7E-1
ENSG00000064012	ENSG00000166979	2.1E-1
ENSG00000106100	ENSG00000166979	6.7E-1
ENSG00000065427	ENSG00000166986	9.7E-2
ENSG00000090372	ENSG00000166986	1E-2
ENSG00000106305	ENSG00000166986	9.7E-2
ENSG00000113643	ENSG00000166986	9.7E-2
ENSG00000115866	ENSG00000166986	9.7E-2
ENSG00000124802	ENSG00000166986	9.7E-2
ENSG00000133706	ENSG00000166986	9.7E-2
ENSG00000136628	ENSG00000166986	9.7E-2
ENSG00000164022	ENSG00000166986	9.7E-2
ENSG00000236490	ENSG00000167004	2E-1
ENSG00000127022	ENSG00000167004	3.1E-1
ENSG00000273686	ENSG00000167004	4.3E-2
ENSG00000003756	ENSG00000167005	1.2E-2
ENSG00000005075	ENSG00000167005	7.7E-3
ENSG00000011304	ENSG00000167005	1.2E-2
ENSG00000047315	ENSG00000167005	7.7E-3
ENSG00000060339	ENSG00000167005	1.2E-2
ENSG00000060688	ENSG00000167005	1.2E-2
ENSG00000063244	ENSG00000167005	1E-2
ENSG00000065978	ENSG00000167005	1.2E-2
ENSG00000071894	ENSG00000167005	1E-2
ENSG00000072501	ENSG00000167005	8.3E-3
ENSG00000087365	ENSG00000167005	1.2E-2
ENSG00000090060	ENSG00000167005	1.2E-2
ENSG00000092199	ENSG00000167005	1.2E-2
ENSG00000099783	ENSG00000167005	1.2E-2
ENSG00000099817	ENSG00000167005	6.3E-3
ENSG00000099995	ENSG00000167005	1.2E-2
ENSG00000100138	ENSG00000167005	1.2E-2
ENSG00000100410	ENSG00000167005	1.2E-2
ENSG00000100650	ENSG00000167005	1E-2
ENSG00000100836	ENSG00000167005	1.2E-2
ENSG00000101138	ENSG00000167005	1.2E-2
ENSG00000101161	ENSG00000167005	1.2E-2
ENSG00000101811	ENSG00000167005	1.2E-2
ENSG00000102978	ENSG00000167005	7.7E-3
ENSG00000282947	ENSG00000167005	1.2E-2
ENSG00000104897	ENSG00000167005	1.2E-2
ENSG00000105258	ENSG00000167005	7.7E-3
ENSG00000105323	ENSG00000167005	1.2E-2
ENSG00000105705	ENSG00000167005	1.2E-2
ENSG00000108883	ENSG00000167005	1.2E-2
ENSG00000111786	ENSG00000167005	9.7E-3
ENSG00000114503	ENSG00000167005	6.1E-3
ENSG00000115524	ENSG00000167005	1.2E-2
ENSG00000115875	ENSG00000167005	1E-2
ENSG00000116350	ENSG00000167005	1E-2
ENSG00000116754	ENSG00000167005	1E-2
ENSG00000119203	ENSG00000167005	1E-2
ENSG00000122566	ENSG00000167005	1.2E-2
ENSG00000124193	ENSG00000167005	1E-2
ENSG00000125351	ENSG00000167005	9.8E-3
ENSG00000125651	ENSG00000167005	8E-3
ENSG00000125835	ENSG00000167005	8.4E-3
ENSG00000125870	ENSG00000167005	1.2E-2
ENSG00000282958	ENSG00000167005	1.2E-2
ENSG00000126698	ENSG00000167005	1.2E-2
ENSG00000126945	ENSG00000167005	1.2E-2
ENSG00000131876	ENSG00000167005	1.2E-2
ENSG00000133226	ENSG00000167005	1E-2
ENSG00000135486	ENSG00000167005	1.2E-2
ENSG00000135829	ENSG00000167005	1.2E-2
ENSG00000136450	ENSG00000167005	1E-2
ENSG00000136875	ENSG00000167005	1.2E-2
ENSG00000136937	ENSG00000167005	6.1E-3
ENSG00000138668	ENSG00000167005	1.2E-2
ENSG00000140829	ENSG00000167005	9.7E-3
ENSG00000141759	ENSG00000167005	1.2E-2
ENSG00000143368	ENSG00000167005	1.2E-2
ENSG00000144028	ENSG00000167005	1.2E-2
ENSG00000144231	ENSG00000167005	7.7E-3
ENSG00000147274	ENSG00000167005	1.2E-2
ENSG00000147669	ENSG00000167005	5.9E-3
ENSG00000149532	ENSG00000167005	1.2E-2
ENSG00000153187	ENSG00000167005	1.2E-2
ENSG00000160201	ENSG00000167005	1E-2
ENSG00000161547	ENSG00000167005	1E-2
ENSG00000162385	ENSG00000167005	7E-3
ENSG00000163882	ENSG00000167005	5.9E-3
ENSG00000165494	ENSG00000167005	1.2E-2
ENSG00000165934	ENSG00000167005	1E-2
ENSG00000070761	ENSG00000167261	1.6E-1
ENSG00000099624	ENSG00000167283	7.1E-2
ENSG00000110955	ENSG00000167283	7.1E-2
ENSG00000116459	ENSG00000167283	7.1E-2
ENSG00000124172	ENSG00000167283	7.1E-2
ENSG00000152234	ENSG00000167283	7.1E-2
ENSG00000154723	ENSG00000167283	7.1E-2
ENSG00000159199	ENSG00000167283	7.1E-2
ENSG00000165629	ENSG00000167283	7.1E-2
ENSG00000262418	ENSG00000167286	3.2E-1
ENSG00000090372	ENSG00000167286	2E-2
ENSG00000103653	ENSG00000167286	1.7E-1
ENSG00000103490	ENSG00000167323	4.3E-2
ENSG00000048392	ENSG00000167325	4.2E-1
ENSG00000005007	ENSG00000167447	1.8E-2
ENSG00000037241	ENSG00000167447	1.3E-2
ENSG00000063177	ENSG00000167447	1.4E-2
ENSG00000070366	ENSG00000167447	1.8E-2
ENSG00000070756	ENSG00000167447	1.2E-2
ENSG00000083845	ENSG00000167447	1.1E-2
ENSG00000089009	ENSG00000167447	1.4E-2
ENSG00000089157	ENSG00000167447	1.4E-2
ENSG00000100316	ENSG00000167447	1.3E-2
ENSG00000105372	ENSG00000167447	1.1E-2
ENSG00000105568	ENSG00000167447	9.8E-3
ENSG00000105640	ENSG00000167447	1.4E-2
ENSG00000105771	ENSG00000167447	1.8E-2
ENSG00000108107	ENSG00000167447	1.4E-2
ENSG00000108349	ENSG00000167447	1.8E-2
ENSG00000109475	ENSG00000167447	1.3E-2
ENSG00000112306	ENSG00000167447	1.1E-2
ENSG00000113575	ENSG00000167447	1.9E-2
ENSG00000114503	ENSG00000167447	7.4E-3
ENSG00000114867	ENSG00000167447	1.1E-2
ENSG00000115268	ENSG00000167447	1.1E-2
ENSG00000116251	ENSG00000167447	1.3E-2
ENSG00000116698	ENSG00000167447	1.8E-2
ENSG00000120705	ENSG00000167447	1.8E-2
ENSG00000122026	ENSG00000167447	1.4E-2
ENSG00000122406	ENSG00000167447	1.4E-2
ENSG00000124614	ENSG00000167447	1.1E-2
ENSG00000129824	ENSG00000167447	1.1E-2
ENSG00000130255	ENSG00000167447	1.3E-2
ENSG00000136937	ENSG00000167447	7.4E-3
ENSG00000136942	ENSG00000167447	1.4E-2
ENSG00000137818	ENSG00000167447	1.3E-2
ENSG00000140986	ENSG00000167447	1.3E-2
ENSG00000140988	ENSG00000167447	1.1E-2
ENSG00000141543	ENSG00000167447	1.8E-2
ENSG00000142541	ENSG00000167447	1.1E-2
ENSG00000145592	ENSG00000167447	1.3E-2
ENSG00000147403	ENSG00000167447	1.4E-2
ENSG00000147604	ENSG00000167447	1.4E-2
ENSG00000149273	ENSG00000167447	1.1E-2
ENSG00000151461	ENSG00000167447	1.8E-2
ENSG00000157106	ENSG00000167447	1.9E-2
ENSG00000162244	ENSG00000167447	1.4E-2
ENSG00000162385	ENSG00000167447	8.6E-3
ENSG00000163682	ENSG00000167447	1.4E-2
ENSG00000166441	ENSG00000167447	1.4E-2
ENSG00000065328	ENSG00000167513	5.1E-2
ENSG00000073111	ENSG00000167513	4.7E-2
ENSG00000076003	ENSG00000167513	4.5E-2
ENSG00000085840	ENSG00000167513	4.9E-2
ENSG00000091651	ENSG00000167513	4.9E-2
ENSG00000094804	ENSG00000167513	4E-2
ENSG00000100297	ENSG00000167513	4.5E-2
ENSG00000104738	ENSG00000167513	4.5E-2
ENSG00000112118	ENSG00000167513	4.5E-2
ENSG00000112312	ENSG00000167513	5.4E-1
ENSG00000115942	ENSG00000167513	5E-2
ENSG00000115947	ENSG00000167513	4.9E-2
ENSG00000135336	ENSG00000167513	5E-2
ENSG00000164815	ENSG00000167513	4.9E-2
ENSG00000166508	ENSG00000167513	4.7E-2
ENSG00000037241	ENSG00000167526	1.2E-2
ENSG00000067167	ENSG00000167526	1.7E-2
ENSG00000070366	ENSG00000167526	1.7E-2
ENSG00000100316	ENSG00000167526	1.2E-2
ENSG00000100883	ENSG00000167526	1.8E-2
ENSG00000105372	ENSG00000167526	1E-2
ENSG00000105568	ENSG00000167526	9E-3
ENSG00000105771	ENSG00000167526	1.7E-2
ENSG00000106803	ENSG00000167526	1.7E-2
ENSG00000108349	ENSG00000167526	1.7E-2
ENSG00000109475	ENSG00000167526	1.2E-2
ENSG00000112306	ENSG00000167526	1E-2
ENSG00000113575	ENSG00000167526	1.7E-2
ENSG00000114503	ENSG00000167526	6.9E-3
ENSG00000114850	ENSG00000167526	1.7E-2
ENSG00000114867	ENSG00000167526	1E-2
ENSG00000115268	ENSG00000167526	1E-2
ENSG00000116251	ENSG00000167526	1.2E-2
ENSG00000116698	ENSG00000167526	1.7E-2
ENSG00000118705	ENSG00000167526	1.6E-2
ENSG00000120705	ENSG00000167526	1.7E-2
ENSG00000122406	ENSG00000167526	1.3E-2
ENSG00000124614	ENSG00000167526	1E-2
ENSG00000124783	ENSG00000167526	1.7E-2
ENSG00000125820	ENSG00000167526	2.1E-2
ENSG00000129824	ENSG00000167526	1E-2
ENSG00000130255	ENSG00000167526	1.2E-2
ENSG00000132432	ENSG00000167526	1.7E-2
ENSG00000136937	ENSG00000167526	6.9E-3
ENSG00000137818	ENSG00000167526	1.2E-2
ENSG00000139515	ENSG00000167526	1.6E-2
ENSG00000140319	ENSG00000167526	1.7E-2
ENSG00000140986	ENSG00000167526	1.2E-2
ENSG00000143742	ENSG00000167526	1.7E-2
ENSG00000144867	ENSG00000167526	1.7E-2
ENSG00000145592	ENSG00000167526	1.2E-2
ENSG00000151461	ENSG00000167526	1.7E-2
ENSG00000153037	ENSG00000167526	1.7E-2
ENSG00000156508	ENSG00000167526	2.2E-2
ENSG00000157106	ENSG00000167526	1.7E-2
ENSG00000158417	ENSG00000167526	2.2E-2
ENSG00000162385	ENSG00000167526	8E-3
ENSG00000163479	ENSG00000167526	1.7E-2
ENSG00000163682	ENSG00000167526	1.3E-2
ENSG00000163902	ENSG00000167526	1.6E-2
ENSG00000167447	ENSG00000167526	1.7E-2
ENSG00000005249	ENSG00000167552	1.6E-2
ENSG00000007168	ENSG00000167552	9.7E-3
ENSG00000037042	ENSG00000167552	1.6E-2
ENSG00000046651	ENSG00000167552	1.6E-2
ENSG00000276111	ENSG00000167552	1.6E-2
ENSG00000072062	ENSG00000167552	1.6E-2
ENSG00000275911	ENSG00000167552	9.4E-3
ENSG00000074054	ENSG00000167552	9.4E-3
ENSG00000077380	ENSG00000167552	1.6E-2
ENSG00000078674	ENSG00000167552	1.6E-2
ENSG00000080824	ENSG00000167552	1.5E-2
ENSG00000101004	ENSG00000167552	1.6E-2
ENSG00000101367	ENSG00000167552	9.4E-3
ENSG00000101624	ENSG00000167552	1.6E-2
ENSG00000101639	ENSG00000167552	1.6E-2
ENSG00000103540	ENSG00000167552	1.6E-2
ENSG00000103995	ENSG00000167552	1.6E-2
ENSG00000104833	ENSG00000167552	1.6E-2
ENSG00000105568	ENSG00000167552	9.2E-3
ENSG00000106477	ENSG00000167552	1.6E-2
ENSG00000274474	ENSG00000167552	1.6E-2
ENSG00000110274	ENSG00000167552	1.6E-2
ENSG00000280688	ENSG00000167552	1.6E-2
ENSG00000114107	ENSG00000167552	1.6E-2
ENSG00000116127	ENSG00000167552	1.6E-2
ENSG00000117650	ENSG00000167552	1.3E-2
ENSG00000119397	ENSG00000167552	1.6E-2
ENSG00000126001	ENSG00000167552	1.6E-2
ENSG00000282003	ENSG00000167552	1.6E-2
ENSG00000127824	ENSG00000167552	1.6E-2
ENSG00000127914	ENSG00000167552	1.6E-2
ENSG00000128159	ENSG00000167552	1.6E-2
ENSG00000130640	ENSG00000167552	1.6E-2
ENSG00000131462	ENSG00000167552	1.6E-2
ENSG00000136811	ENSG00000167552	1.6E-2
ENSG00000136861	ENSG00000167552	1.6E-2
ENSG00000137100	ENSG00000167552	1.6E-2
ENSG00000137814	ENSG00000167552	1.6E-2
ENSG00000137822	ENSG00000167552	1.6E-2
ENSG00000138107	ENSG00000167552	1.6E-2
ENSG00000139350	ENSG00000167552	1.6E-2
ENSG00000141551	ENSG00000167552	1.6E-2
ENSG00000141577	ENSG00000167552	1.6E-2
ENSG00000142731	ENSG00000167552	1.6E-2
ENSG00000147400	ENSG00000167552	1.6E-2
ENSG00000148019	ENSG00000167552	1.6E-2
ENSG00000151849	ENSG00000167552	1.6E-2
ENSG00000160299	ENSG00000167552	1.6E-2
ENSG00000166037	ENSG00000167552	1.6E-2
ENSG00000166851	ENSG00000167552	9.3E-3
ENSG00000273686	ENSG00000278856	9.6E-2
ENSG00000037241	ENSG00000167658	2.4E-2
ENSG00000083845	ENSG00000167658	2E-2
ENSG00000100316	ENSG00000167658	2.4E-2
ENSG00000105372	ENSG00000167658	2E-2
ENSG00000105640	ENSG00000167658	2.4E-2
ENSG00000108107	ENSG00000167658	2.4E-2
ENSG00000109475	ENSG00000167658	2.4E-2
ENSG00000112306	ENSG00000167658	2E-2
ENSG00000115268	ENSG00000167658	2E-2
ENSG00000116251	ENSG00000167658	2.4E-2
ENSG00000124614	ENSG00000167658	2E-2
ENSG00000129824	ENSG00000167658	2E-2
ENSG00000130255	ENSG00000167658	2.4E-2
ENSG00000136942	ENSG00000167658	2.4E-2
ENSG00000137818	ENSG00000167658	2.4E-2
ENSG00000140986	ENSG00000167658	2.4E-2
ENSG00000142541	ENSG00000167658	2E-2
ENSG00000145592	ENSG00000167658	2.4E-2
ENSG00000147403	ENSG00000167658	2.4E-2
ENSG00000166441	ENSG00000167658	2.4E-2
ENSG00000122194	ENSG00000276838	6.1E-1
ENSG00000007402	ENSG00000167769	5.8E-1
ENSG00000005339	ENSG00000167772	2.3E-2
ENSG00000008838	ENSG00000167772	2.4E-2
ENSG00000042429	ENSG00000167772	2.4E-2
ENSG00000063322	ENSG00000167772	2.4E-2
ENSG00000084676	ENSG00000167772	2.5E-2
ENSG00000099917	ENSG00000167772	2.4E-2
ENSG00000100393	ENSG00000167772	2.4E-2
ENSG00000104973	ENSG00000167772	2.4E-2
ENSG00000105085	ENSG00000167772	2.4E-2
ENSG00000108510	ENSG00000167772	2.4E-2
ENSG00000108590	ENSG00000167772	2.4E-2
ENSG00000109819	ENSG00000167772	2.2E-2
ENSG00000112237	ENSG00000167772	2.4E-2
ENSG00000112282	ENSG00000167772	2.4E-2
ENSG00000123066	ENSG00000167772	2.4E-2
ENSG00000124151	ENSG00000167772	2.5E-2
ENSG00000124641	ENSG00000167772	2.4E-2
ENSG00000125686	ENSG00000167772	2.5E-2
ENSG00000130589	ENSG00000167772	2.4E-2
ENSG00000130772	ENSG00000167772	2.4E-2
ENSG00000132964	ENSG00000167772	2.4E-2
